season,team,points_for,points_against,point_diff,expected_wins,pass_yards_allowed,rush_yards_allowed,ints_forced,sacks,takeaways,ppg,pa_pg
2026,HOU,427.41,327.79,99.62,13.157,3868.0,1815.7,15.11,47.37,15.11,25.142,19.282
2026,JAX,427.4,327.84,99.56,13.1568,3945.8,1838.5,15.11,47.37,15.11,25.141,19.285
2026,ATL,427.14,327.99,99.15,13.1552,3962.1,1910.1,7.28,47.37,7.28,25.126,19.293
2026,CHI,427.42,328.25,99.18,13.155,3936.1,1986.1,7.28,25.84,7.28,25.143,19.309
2026,BUF,427.36,328.37,98.99,13.1542,3980.8,1986.1,7.28,47.37,7.28,25.139,19.316
2026,SEA,427.51,328.59,98.92,13.1537,3815.0,2116.3,15.11,47.37,15.11,25.147,19.329
2026,NE,426.93,328.75,98.18,13.1509,4033.9,2002.5,7.28,47.37,7.28,25.114,19.338
2026,BAL,427.47,330.2,97.27,13.1459,3892.4,2163.2,15.11,25.84,15.11,25.145,19.424
2026,PHI,425.08,328.6,96.48,13.1446,3949.8,2040.4,15.11,47.37,15.11,25.004,19.329
2026,IND,425.13,330.31,94.82,13.1362,3952.7,2105.8,7.28,25.84,7.28,25.008,19.43
2026,KC,404.37,331.11,73.26,13.0086,3997.2,2105.8,15.11,47.37,15.11,23.787,19.477
2026,CIN,440.68,424.28,16.39,10.2918,3823.8,2043.5,7.28,25.84,7.28,25.922,24.958
2026,LA,438.23,423.54,14.69,10.1179,3903.5,1891.6,15.11,47.37,15.11,25.778,24.914
2026,DAL,436.0,424.09,11.91,9.8132,3867.9,1967.6,7.28,25.84,7.28,25.647,24.947
2026,SF,427.43,423.75,3.68,8.8318,4005.6,1834.2,15.11,25.84,15.11,25.143,24.926
2026,TB,427.39,424.47,2.91,8.7349,3844.5,2163.2,15.11,25.84,15.11,25.14,24.969
2026,GB,427.23,424.47,2.77,8.7163,3912.9,2105.8,7.28,25.84,7.28,25.131,24.969
2026,NYG,426.94,424.38,2.56,8.6899,3979.3,1989.8,7.28,25.84,7.28,25.114,24.964
2026,WAS,423.29,424.43,-1.13,8.2241,3911.6,2087.3,15.11,25.84,15.11,24.9,24.966
2026,DEN,299.82,329.99,-30.17,4.8188,3940.7,2105.8,15.11,47.37,15.11,17.636,19.411
2026,DET,287.46,327.85,-40.39,4.3664,3865.3,1891.6,7.28,47.37,7.28,16.909,19.285
2026,NO,286.47,327.94,-41.47,4.3341,3995.9,1901.2,7.28,47.37,7.28,16.851,19.291
2026,MIN,286.52,328.0,-41.48,4.334,3961.2,1951.7,7.28,47.37,7.28,16.854,19.294
2026,PIT,286.48,328.02,-41.54,4.3323,4043.6,1910.1,7.28,25.84,7.28,16.852,19.295
2026,CLE,286.53,328.81,-42.28,4.3141,3919.9,2062.0,15.11,47.37,15.11,16.854,19.341
2026,LAC,286.48,332.37,-45.9,4.2349,3983.8,2134.2,15.11,47.37,15.11,16.852,19.551
2026,ARI,286.47,423.72,-137.25,3.8882,3823.0,1919.1,15.11,25.84,15.11,16.851,24.924
2026,NYJ,286.5,424.0,-137.5,3.888,4079.4,1848.9,7.28,25.84,7.28,16.853,24.941
2026,TEN,286.47,424.13,-137.65,3.8879,3970.2,1910.1,7.28,25.84,7.28,16.851,24.949
2026,LV,286.51,424.26,-137.75,3.8879,3939.1,1990.2,15.11,25.84,15.11,16.853,24.956
2026,CAR,286.59,424.42,-137.83,3.8878,3886.5,2087.3,7.28,25.84,7.28,16.858,24.966
2026,MIA,286.51,424.5,-137.99,3.8877,4004.9,2134.2,7.28,25.84,7.28,16.853,24.97
