season,team,conference,division,expected_wins,sim_expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob,points_for,points_against,point_diff,pass_yards_allowed,rush_yards_allowed,ints_forced,sacks,takeaways,ppg,pa_pg
2026,SEA,NFC,NFC West,10.0988,10.815,7,13,0.815077,0.536492,0.109217,421.07,359.66,61.41,3932.4,1806.3,11.47,37.89,11.47,24.769,21.156
2026,BUF,AFC,AFC East,9.7018,10.2678,7,13,0.720599,0.648598,0.073433,409.44,364.13,45.32,3840.0,1858.9,10.8,36.21,10.8,24.085,21.419
2026,DEN,AFC,AFC West,9.6544,10.5428,7,13,0.707546,0.506282,0.070036,396.73,354.51,42.22,3894.6,1775.9,11.29,37.24,11.29,23.337,20.853
2026,LA,NFC,NFC West,9.5735,11.1057,7,13,0.684435,0.317279,0.06459,415.48,374.3,41.18,3974.9,1894.4,11.19,36.62,11.19,24.44,22.018
2026,BAL,AFC,AFC North,9.5636,9.0069,7,13,0.681528,0.565349,0.063951,406.42,366.5,39.91,4058.1,1809.7,11.27,35.71,11.27,23.907,21.559
2026,DET,NFC,NFC North,9.5324,10.5676,7,13,0.672333,0.432608,0.06199,393.81,356.25,37.56,3696.9,1871.9,10.51,36.44,10.51,23.165,20.956
2026,CHI,NFC,NFC North,9.2394,8.4351,6,12,0.580113,0.322742,0.046247,397.18,369.98,27.2,3769.3,1930.6,10.42,35.72,10.42,23.364,21.764
2026,HOU,AFC,AFC South,9.1838,10.1674,6,12,0.561717,0.346509,0.043745,376.94,353.08,23.86,3745.6,1813.1,11.14,38.34,11.14,22.173,20.769
2026,JAX,AFC,AFC South,9.0721,9.8046,6,12,0.5243,0.309873,0.039119,383.45,363.19,20.26,3869.9,1842.2,11.08,36.95,11.08,22.556,21.364
2026,KC,AFC,AFC West,9.0556,9.389,6,12,0.518773,0.278189,0.038483,386.94,367.09,19.84,4032.1,1814.8,11.34,36.36,11.34,22.761,21.594
2026,IND,AFC,AFC South,9.0204,10.1664,6,12,0.506898,0.294284,0.037152,383.34,364.95,18.38,3915.4,1835.0,10.9,35.69,10.9,22.549,21.468
2026,DAL,NFC,NFC East,8.8982,6.8943,6,12,0.465686,0.42811,0.032876,411.65,396.69,14.96,3953.4,2050.0,10.2,33.64,10.2,24.215,23.335
2026,GB,NFC,NFC North,8.7349,9.4386,6,12,0.411486,0.194876,0.027925,383.7,375.79,7.91,3953.3,1920.2,10.85,35.49,10.85,22.571,22.105
