season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,LV,AFC,AFC West,9.054,6,17,0.5494,0.3076,0.0471
2026,MIN,NFC,NFC North,9.162,7,17,0.5381,0.304,0.0485
2026,SEA,NFC,NFC West,9.013,6,16,0.5274,0.3396,0.0425
2026,DET,NFC,NFC North,9.076,6,17,0.5227,0.2877,0.0455
2026,KC,AFC,AFC West,8.864,6,17,0.5127,0.2725,0.0411
2026,CLE,AFC,AFC North,8.771,6,17,0.5024,0.2929,0.0401
2026,HOU,AFC,AFC South,8.721,6,16,0.4993,0.3139,0.038
2026,NYG,NFC,NFC East,8.813,6,16,0.4804,0.2768,0.0365
2026,LAC,AFC,AFC West,8.683,6,16,0.4742,0.2452,0.0364
2026,NO,NFC,NFC South,8.729,6,17,0.473,0.2985,0.034
2026,IND,AFC,AFC South,8.536,6,16,0.4648,0.2806,0.0313
2026,BUF,AFC,AFC East,8.471,6,16,0.4615,0.3044,0.03
2026,JAX,AFC,AFC South,8.465,6,16,0.4507,0.2671,0.0304
2026,BAL,AFC,AFC North,8.487,6,16,0.4482,0.247,0.0309
2026,TB,NFC,NFC South,8.575,6,16,0.4424,0.2716,0.0305
2026,DAL,NFC,NFC East,8.649,6,17,0.4421,0.2511,0.032
2026,CHI,NFC,NFC North,8.676,6,16,0.442,0.2228,0.0327
2026,LA,NFC,NFC West,8.59,6,17,0.437,0.2635,0.0298
2026,WAS,NFC,NFC East,8.592,6,16,0.4346,0.2397,0.0319
2026,PIT,AFC,AFC North,8.435,6,17,0.4341,0.2359,0.0304
2026,MIA,AFC,AFC East,8.286,6,17,0.4253,0.27,0.0266
2026,ATL,NFC,NFC South,8.472,6,17,0.4233,0.2576,0.0283
2026,PHI,NFC,NFC East,8.522,6,16,0.4224,0.2324,0.0303
2026,CIN,AFC,AFC North,8.341,6,16,0.4187,0.2243,0.0257
2026,GB,NFC,NFC North,8.382,6,17,0.3884,0.1854,0.0271
2026,DEN,AFC,AFC West,8.176,6,17,0.3823,0.1747,0.0254
2026,NYJ,AFC,AFC East,7.956,5,16,0.3633,0.218,0.0205
2026,SF,NFC,NFC West,8.158,6,16,0.3572,0.202,0.0238
2026,ARI,NFC,NFC West,8.125,6,17,0.3557,0.1949,0.0215
2026,NE,AFC,AFC East,7.874,5,15,0.3462,0.2075,0.0195
2026,CAR,NFC,NFC South,7.878,5,16,0.3134,0.1723,0.0181
2026,TEN,AFC,AFC South,7.468,5,16,0.2668,0.1384,0.0137
