season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,ints_total
2026,CIN-QB1-JoeBurrow,Joe Burrow,CIN,QB,17,4813.147,89.49686563262975,0.0,0.0,35.729,0.7470960387852791,0.0,0.587,13.254
2026,LA-QB1-MatthewStafford,Matthew Stafford,LA,QB,17,4540.29,176.52479646874633,0.0,0.0,35.491,1.5852008705370275,0.0,0.706,11.984
2026,DAL-QB1-DakPrescott,Dak Prescott,DAL,QB,17,4516.307,176.1963282104497,0.0,0.0,35.779,1.5380545115960764,0.0,0.691,12.168
2026,KC-QB1-PatrickMahomes,Patrick Mahomes,KC,QB,17,4376.376,101.56311846725025,0.0,0.0,35.546,0.8532634753300196,0.0,0.679,12.045
2026,DEN-QB1-BoNix,Bo Nix,DEN,QB,17,4220.114,135.87857780997012,0.0,0.0,35.113,1.1560285153622967,0.0,0.687,11.477
2026,DET-QB1-JaredGoff,Jared Goff,DET,QB,17,4114.351,127.52774931827688,0.0,0.0,34.909,1.1170900835468809,0.0,0.68,11.184
2026,ARI-QB1-JacobyBrissett,Jacoby Brissett,ARI,QB,17,4082.622,99.7635318448586,0.0,0.0,31.796,0.7825251047676632,0.0,0.586,11.486
2026,SEA-QB1-SamDarnold,Sam Darnold,SEA,QB,17,3974.642,185.16854042896742,0.0,0.0,35.467,1.6060285832408892,0.0,0.746,10.891
2026,LAC-QB1-JustinHerbert,Justin Herbert,LAC,QB,17,3902.387,103.90589358122287,0.0,0.0,33.088,0.8175565960464838,0.0,0.627,11.105
2026,IND-QB1-DanielJones,Daniel Jones,IND,QB,17,3864.554,152.14144430818038,0.0,0.0,33.032,1.3213591282008237,0.0,0.698,10.379
2026,SF-QB1-BrockPurdy,Brock Purdy,SF,QB,17,3775.342,182.7083455234619,0.0,0.0,32.341,1.5732210440347334,0.0,0.708,10.184
