season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,ints_total,is_rookie,draft_round,snap_share,target_share,carry_share
2026,CIN-QB1-JoeBurrow,Joe Burrow,CIN,QB,17,4857.316,157.6523235903152,0.0,0.0,39.35056645923089,1.2587,0.0,0.716,12.514,False,1,0.55,0.0,0.0725
2026,DAL-QB1-DakPrescott,Dak Prescott,DAL,QB,17,4645.037,134.0774459880052,0.0,0.0,39.40137843952229,1.103,0.0,0.6681,11.282,False,4,0.55,0.0,0.0558
2026,ARI-QB1-JacobyBrissett,Jacoby Brissett,ARI,QB,17,4611.726,94.96332787141873,0.0,0.0,39.32111098913163,0.767,0.0,0.5356,12.655,False,3,0.55,0.0,0.0558
2026,LA-QB1-MatthewStafford,Matthew Stafford,LAR,QB,17,4451.625,179.37093609303955,0.0,0.0,39.033034050482804,1.4426,0.0,0.7637,10.427,False,1,0.55,0.0,0.0725
2026,KC-QB1-PatrickMahomes,Patrick Mahomes,KC,QB,17,4394.499,141.977331224726,0.0,0.0,39.11878239770597,1.1524,0.0,0.6841,10.919,False,1,0.55,0.0,0.0725
2026,DET-QB1-JaredGoff,Jared Goff,DET,QB,17,4218.205,147.16856866948277,0.0,0.0,34.27647514502013,1.2076,0.0,0.7011,9.685,False,1,0.55,0.0,0.0725
2026,DEN-QB1-BoNix,Bo Nix,DEN,QB,17,4017.697,247.68881486313603,0.0,0.0,32.38733290434909,2.0475,0.0,0.8709,9.912,False,1,0.55,0.0,0.0725
2026,IND-QB1-DanielJones,Daniel Jones,IND,QB,17,3965.704,182.63561996007763,0.0,0.0,32.74149347378924,1.4824,0.0,0.7729,9.004,False,1,0.55,0.0,0.0725
2026,LAC-QB1-JustinHerbert,Justin Herbert,LAC,QB,17,4007.065,135.21945983708167,0.0,0.0,33.27917740596091,1.1095,0.0,0.6703,10.232,False,1,0.55,0.0,0.0725
2026,SF-QB1-BrockPurdy,Brock Purdy,SF,QB,17,3881.634,195.0865164869289,0.0,0.0,32.432388776850594,1.6047,0.0,0.7991,8.992,False,7,0.55,0.0,0.0558
2026,HOU-QB1-C.J.Stroud,C.J. Stroud,HOU,QB,17,3845.303,193.46993631446756,0.0,0.0,32.29485197902882,1.5909,0.0,0.7963,9.296,False,1,0.55,0.0,0.0725
