season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,NE,AFC,AFC East,2.615,1,4,0.9117,0.7562,0.1855
2026,SEA,NFC,NFC West,2.001,1,3,0.7913,0.4325,0.114
2026,LA,NFC,NFC West,1.907,1,3,0.7645,0.3533,0.1004
2026,DEN,AFC,AFC West,1.629,1,3,0.757,0.6205,0.0715
2026,CHI,NFC,NFC North,1.637,1,3,0.7373,0.6105,0.0737
2026,HOU,AFC,AFC South,1.461,1,3,0.7048,0.5255,0.0576
2026,BUF,AFC,AFC East,1.459,1,3,0.6634,0.2041,0.0558
2026,SF,NFC,NFC West,1.46,1,3,0.6393,0.2119,0.0605
2026,PIT,AFC,AFC North,1.082,1,2,0.6177,0.4984,0.0297
2026,PHI,NFC,NFC East,1.081,1,2,0.6052,0.4978,0.0294
2026,CAR,NFC,NFC South,1.004,1,2,0.5628,0.4515,0.0268
2026,JAX,AFC,AFC South,1.081,1,2,0.5612,0.3017,0.0291
2026,LAC,AFC,AFC West,0.919,1,2,0.4687,0.2637,0.0239
2026,GB,NFC,NFC North,0.908,1,2,0.4407,0.2454,0.0214
2026,TB,NFC,NFC South,0.54,1,1,0.3403,0.2213,0.009
2026,CIN,AFC,AFC North,0.543,1,1,0.3333,0.1704,0.0081
2026,ATL,NFC,NFC South,0.549,1,1,0.3265,0.1796,0.0079
2026,NYG,NFC,NFC East,0.542,1,1,0.3196,0.1702,0.0077
2026,BAL,AFC,AFC North,0.46,1,1,0.2993,0.1894,0.0078
2026,WAS,NFC,NFC East,0.46,1,1,0.2899,0.1878,0.0074
2026,CLE,AFC,AFC North,0.457,1,1,0.2819,0.1418,0.0063
2026,LV,AFC,AFC West,0.536,1,1,0.2738,0.0634,0.0069
2026,DAL,NFC,NFC East,0.458,1,1,0.2718,0.1443,0.0065
2026,NO,NFC,NFC South,0.451,1,1,0.2678,0.1476,0.0069
2026,MIN,NFC,NFC North,0.545,1,1,0.2553,0.0741,0.0064
2026,TEN,AFC,AFC South,0.457,1,1,0.2459,0.0846,0.0065
2026,IND,AFC,AFC South,0.456,1,1,0.2422,0.0882,0.0061
2026,KC,AFC,AFC West,0.464,1,1,0.2336,0.0523,0.0058
2026,DET,NFC,NFC North,0.455,1,1,0.2108,0.07,0.006
2026,NYJ,AFC,AFC East,0.457,1,1,0.2064,0.0181,0.0058
2026,MIA,AFC,AFC East,0.46,1,1,0.1991,0.0215,0.0052
2026,ARI,NFC,NFC West,0.464,1,1,0.1768,0.0023,0.0043
2026,Washington Commanders,,,3.139,2,5,0.0,0.0,0.0
2026,New York Giants,,,3.138,2,5,0.0,0.0,0.0
2026,Houston Texans,,,3.132,2,5,0.0,0.0,0.0
2026,Pittsburgh Steelers,,,3.132,2,5,0.0,0.0,0.0
2026,Seattle Seahawks,,,3.131,2,5,0.0,0.0,0.0
2026,San Francisco 49ers,,,3.126,2,5,0.0,0.0,0.0
2026,New Orleans Saints,,,3.102,2,5,0.0,0.0,0.0
2026,New York Jets,,,3.04,1,5,0.0,0.0,0.0
2026,New England Patriots,,,3.024,1,5,0.0,0.0,0.0
2026,Cincinnati Bengals,,,3.014,1,5,0.0,0.0,0.0
2026,Las Vegas Raiders,,,3.003,1,5,0.0,0.0,0.0
2026,Arizona Cardinals,,,2.977,1,5,0.0,0.0,0.0
2026,Jacksonville Jaguars,,,2.977,1,5,0.0,0.0,0.0
2026,Los Angeles Chargers,,,2.957,1,5,0.0,0.0,0.0
2026,Tampa Bay Buccaneers,,,2.951,1,5,0.0,0.0,0.0
2026,Dallas Cowboys,,,2.95,1,5,0.0,0.0,0.0
2026,Tennessee Titans,,,2.949,1,5,0.0,0.0,0.0
2026,Philadelphia Eagles,,,2.929,1,4,0.0,0.0,0.0
2026,Cleveland Browns,,,2.91,1,4,0.0,0.0,0.0
2026,Indianapolis Colts,,,2.877,1,4,0.0,0.0,0.0
2026,Miami Dolphins,,,2.874,1,4,0.0,0.0,0.0
2026,Denver Broncos,,,2.869,1,4,0.0,0.0,0.0
2026,Minnesota Vikings,,,2.86,1,4,0.0,0.0,0.0
2026,Carolina Panthers,,,2.829,1,4,0.0,0.0,0.0
2026,Buffalo Bills,,,2.655,1,4,0.0,0.0,0.0
2026,Chicago Bears,,,2.622,1,4,0.0,0.0,0.0
2026,Kansas City Chiefs,,,2.594,1,4,0.0,0.0,0.0
2026,Baltimore Ravens,,,2.521,1,4,0.0,0.0,0.0
2026,Atlanta Falcons,,,2.52,1,4,0.0,0.0,0.0
2026,Detroit Lions,,,2.444,1,4,0.0,0.0,0.0
2026,Los Angeles Rams,,,2.413,1,4,0.0,0.0,0.0
2026,Green Bay Packers,,,2.339,1,4,0.0,0.0,0.0
