season,team,conference,division,expected_wins,sim_expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob,points_for,points_against,point_diff,pass_yards_allowed,rush_yards_allowed,ints_forced,sacks,takeaways,ppg,pa_pg
2026,SEA,NFC,NFC West,10.8843,10.0988,8,14,0.927153,0.895414,0.1351,421.07,327.89,93.19,2999.6,1376.8,14.97,47.11,14.97,24.769,19.287
2026,BUF,AFC,AFC East,10.6247,9.7018,8,14,0.899647,0.71024,0.104212,409.44,327.89,81.56,3291.5,1592.2,6.76,41.12,6.76,24.085,19.287
2026,BAL,AFC,AFC North,10.5552,9.5636,8,14,0.890856,0.797624,0.097218,406.42,327.89,78.53,3682.2,1640.8,14.97,30.48,14.97,23.907,19.287
2026,DEN,AFC,AFC West,10.3269,9.6544,7,13,0.857093,0.430713,0.077377,396.73,327.89,68.84,2547.0,1160.6,14.97,47.11,14.97,23.337,19.287
2026,DET,NFC,NFC North,10.2566,9.5324,7,13,0.845059,0.617339,0.072119,393.81,327.89,65.92,2553.6,1292.1,6.76,46.0,6.76,23.165,19.287
2026,KC,AFC,AFC West,10.0876,9.0556,7,13,0.812795,0.339043,0.060908,386.94,327.89,59.05,3708.9,1668.1,14.97,44.4,14.97,22.761,19.287
2026,JAX,AFC,AFC South,10.0002,9.0721,7,13,0.794168,0.34918,0.055809,383.45,327.89,55.56,3240.8,1541.6,14.01,47.11,14.01,22.556,19.287
2026,IND,AFC,AFC South,9.9973,9.0204,7,13,0.793543,0.348195,0.055651,383.34,327.89,55.45,3424.5,1603.7,9.22,30.16,9.22,22.549,19.287
2026,HOU,AFC,AFC South,9.8339,9.1838,7,13,0.755047,0.29568,0.047258,376.94,327.89,49.05,2336.6,1130.2,14.97,47.11,14.97,22.173,19.287
2026,LAC,AFC,AFC West,9.6863,8.6768,7,13,0.716377,0.226978,0.040776,371.29,327.89,43.41,3534.1,1622.6,14.97,47.11,14.97,21.841,19.287
2026,NE,AFC,AFC East,9.6717,8.7349,7,13,0.712336,0.273856,0.040182,370.74,327.89,42.85,3193.0,1557.0,8.04,47.11,8.04,21.808,19.287
2026,ATL,NFC,NFC South,9.5439,8.5532,7,13,0.675748,0.441318,0.035364,365.95,327.89,38.06,3393.1,1616.6,9.41,39.77,9.41,21.526,19.287
2026,CHI,NFC,NFC North,9.3822,9.2394,6,12,0.626219,0.25752,0.030084,397.18,361.75,35.43,3697.0,1892.2,6.76,30.71,6.76,23.364,21.279
2026,PHI,NFC,NFC East,9.3786,8.3248,6,12,0.625081,0.680071,0.029976,359.87,327.89,31.99,3577.9,1725.6,14.97,47.11,14.97,21.169,19.287
2026,NO,NFC,NFC South,9.3627,8.6942,6,12,0.620029,0.368175,0.029502,359.29,327.89,31.41,2374.0,1137.2,8.03,47.11,8.03,21.135,19.287
2026,TB,NFC,NFC South,8.6057,8.7036,6,12,0.36998,0.172697,0.013839,377.3,371.49,5.81,3976.0,1848.1,14.29,31.88,14.29,22.194,21.853
2026,CLE,AFC,AFC North,8.5347,7.9861,6,12,0.34792,0.105753,0.01289,330.66,327.89,2.77,2023.7,938.6,14.97,47.11,14.97,19.451,19.287
2026,MIN,NFC,NFC North,8.313,7.3701,5,11,0.283433,0.088395,0.010327,323.42,327.89,-4.47,3065.4,1589.7,6.76,47.11,6.76,19.025,19.287
2026,LA,NFC,NFC West,8.2665,9.5735,5,11,0.270874,0.065336,0.009858,415.48,423.17,-7.7,4261.1,2029.2,14.97,47.11,14.97,24.44,24.893
2026,DAL,NFC,NFC East,8.1344,8.8982,5,11,0.237114,0.195967,0.008638,411.65,424.85,-13.2,6107.9,3164.9,6.76,25.0,6.76,24.215,24.991
2026,PIT,AFC,AFC North,8.0587,7.8154,5,11,0.21912,0.0657,0.008008,344.62,358.38,-13.76,3846.0,1814.7,10.8,31.12,10.8,20.272,21.081
2026,SF,NFC,NFC West,7.5116,8.6138,5,11,0.118229,0.030712,0.004634,386.68,424.85,-38.17,5244.7,2374.7,14.97,25.0,14.97,22.746,24.991
2026,GB,NFC,NFC North,7.4352,8.7349,4,10,0.107885,0.036746,0.004293,383.7,424.85,-41.15,4362.6,2117.4,7.78,25.87,7.78,22.571,24.991
2026,CIN,AFC,AFC North,7.3051,8.6174,4,10,0.092107,0.030923,0.003769,378.67,424.85,-46.18,4248.2,2074.4,6.76,25.0,6.76,22.275,24.991
2026,NYG,NFC,NFC East,7.1733,8.2012,4,10,0.078271,0.07495,0.003304,373.61,424.85,-51.24,5342.6,2540.7,8.53,25.0,8.53,21.977,24.991
2026,WAS,NFC,NFC East,6.7485,7.6042,4,10,0.045672,0.049012,0.00216,357.61,424.85,-67.25,6032.9,2803.7,11.58,25.0,11.58,21.036,24.991
2026,CAR,NFC,NFC South,6.3339,7.5177,3,9,0.026617,0.01781,0.001427,342.34,424.85,-82.52,4608.9,2217.5,8.08,25.0,8.08,20.137,24.991
2026,MIA,AFC,AFC East,6.3056,7.3086,3,9,0.025646,0.009455,0.001387,341.31,424.85,-83.55,5266.9,2537.4,6.76,25.0,6.76,20.077,24.991
2026,ARI,NFC,NFC West,6.2315,7.0209,3,9,0.02326,0.008538,0.001288,338.61,424.85,-86.24,6176.5,2893.7,14.97,25.0,14.97,19.918,24.991
2026,TEN,AFC,AFC South,6.0826,7.2345,3,9,0.019105,0.006945,0.00111,333.22,424.85,-91.64,4649.8,2244.1,6.76,25.0,6.76,19.601,24.991
2026,NYJ,AFC,AFC East,5.9229,7.0451,3,9,0.015456,0.006448,0.000946,327.46,424.85,-97.39,4760.3,2255.0,6.76,25.0,6.76,19.263,24.991
2026,LV,AFC,AFC West,5.4448,6.6486,2,8,0.008166,0.003265,0.000587,310.41,424.85,-114.45,4470.5,1998.8,14.97,30.24,14.97,18.259,24.991
