season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,SEA,NFC,NFC West,9.534,7,15,0.7709,0.5066,0.0893
2026,LA,NFC,NFC West,9.211,7,15,0.7088,0.4111,0.0747
2026,BAL,AFC,AFC North,8.663,6,16,0.6773,0.3488,0.0683
2026,MIN,NFC,NFC North,9.055,7,15,0.6702,0.3954,0.0667
2026,CLE,AFC,AFC North,8.491,6,15,0.6532,0.3042,0.0579
2026,CIN,AFC,AFC North,8.436,6,16,0.6381,0.2938,0.0569
2026,BUF,AFC,AFC East,8.057,6,15,0.6353,0.5278,0.0428
2026,LV,AFC,AFC West,8.294,6,15,0.6298,0.4008,0.0493
2026,NYG,NFC,NFC East,8.774,6,15,0.628,0.4166,0.0555
2026,DET,NFC,NFC North,8.689,6,15,0.5985,0.3082,0.0496
2026,JAX,AFC,AFC South,7.652,5,14,0.5106,0.3277,0.0302
2026,IND,AFC,AFC South,7.564,5,14,0.4927,0.3105,0.0283
2026,WAS,NFC,NFC East,8.125,6,15,0.4905,0.2827,0.0353
2026,HOU,AFC,AFC South,7.544,5,15,0.4888,0.3143,0.0274
2026,TB,NFC,NFC South,7.942,6,14,0.4871,0.3493,0.0299
2026,NO,NFC,NFC South,7.916,5,15,0.4831,0.339,0.0289
2026,KC,AFC,AFC West,7.528,5,15,0.4649,0.2376,0.0264
2026,GB,NFC,NFC North,7.856,5,15,0.4202,0.1708,0.0271
2026,PHI,NFC,NFC East,7.629,5,15,0.3879,0.196,0.0233
2026,DEN,AFC,AFC West,7.152,5,14,0.3854,0.1909,0.0195
2026,LAC,AFC,AFC West,7.036,5,14,0.3622,0.1707,0.0178
2026,CHI,NFC,NFC North,7.496,5,15,0.3475,0.1255,0.019
2026,ATL,NFC,NFC South,6.962,5,15,0.2833,0.1773,0.0122
2026,NE,AFC,AFC East,6.272,4,14,0.2601,0.1691,0.0082
2026,MIA,AFC,AFC East,6.176,4,13,0.2457,0.1524,0.008
2026,DAL,NFC,NFC East,6.904,5,15,0.2453,0.1047,0.0107
2026,NYJ,AFC,AFC East,6.15,4,14,0.2417,0.1508,0.0069
2026,CAR,NFC,NFC South,6.578,4,14,0.2235,0.1343,0.0089
2026,PIT,AFC,AFC North,6.23,4,15,0.2143,0.0532,0.0083
2026,ARI,NFC,NFC West,6.535,4,14,0.188,0.062,0.008
2026,TEN,AFC,AFC South,5.18,3,13,0.0998,0.0475,0.0025
2026,SF,NFC,NFC West,5.37,3,12,0.0673,0.0203,0.0022
