season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,carry_share
2026,DEN-WR3-TroyFranklin,Troy Franklin,DEN,WR,17,0.0,0.0,237.673,21.729,0.0,0.0,0.9730400759243354,0.6394,
2026,IND-WR3-AshtonDulin,Ashton Dulin,IND,WR,17,0.0,0.0,235.629,19.378,0.0,0.0,1.034791908154261,0.6747,
2026,SF-WR3-ChristianKirk,Christian Kirk,SF,WR,17,0.0,0.0,197.66679522916297,16.861541703179608,0.0,0.0,0.8783715342965187,0.6698,
2026,NO-WR3-DevaughnVele,Devaughn Vele,NO,WR,17,0.0,0.0,187.16383354390047,21.997,0.0,0.0,0.8133546498861711,0.6542,
2026,SEA-RB3-GeorgeHolani,George Holani,SEA,RB,17,0.0,375.9416064,82.555,8.352,0.0,2.7942159999999996,0.41572530480930076,0.7997,0.1728
2026,CAR-TE3-MitchellEvans,Mitchell Evans,CAR,TE,17,0.0,0.0,233.885,25.884,0.0,0.0,1.1537617181212727,0.6701,
2026,HOU-WR3-JaylinNoel,Jaylin Noel,HOU,WR,17,0.0,0.0,233.817,20.651,0.0,0.0,1.0034512072702184,0.6497,
2026,BAL-RB3-RasheenAli,Rasheen Ali,BAL,RB,17,0.0,157.8630281560902,65.182,6.966,0.0,0.7256708610826205,0.36496177784620987,0.793,0.0684
2026,TEN-WR3-CalvinRidley,Calvin Ridley,TEN,WR,17,0.0,0.0,229.687,23.067,0.0,0.0,1.0583580637392762,0.6553,
2026,SF-RB3-KaelonBlack,Kaelon Black,SF,RB,17,0.0,194.27078400000002,88.217,10.605,0.0,1.0658776470588236,0.39200970274851615,0.8025,0.096
2026,GB-RB3-ChrisBrooks,Chris Brooks,GB,RB,17,0.0,369.2678975999999,80.469,9.538,0.0,2.7590723333333336,0.3891437383373321,0.7977,0.1728
2026,JAX-WR3-ParkerWashington,Parker Washington,JAX,WR,17,0.0,0.0,225.745,19.841,0.0,0.0,1.024988586712591,0.6539,
2026,TB-WR3-JalenMcMillan,Jalen McMillan,TB,WR,17,0.0,0.0,225.185,20.538,0.0,0.0,1.0325728022539793,0.6681,
2026,MIN-TE3-BenYurosek,Ben Yurosek,MIN,TE,17,0.0,0.0,179.71261731208102,26.47,0.0,0.0,0.8831932228491158,0.6401,
2026,PIT-WR3-RomanWilson,Roman Wilson,PIT,WR,17,0.0,0.0,224.426,20.124,0.0,0.0,1.0372440516542292,0.6701,
2026,PHI-RB3-WillShipley,Will Shipley,PHI,RB,17,0.0,364.3287821999999,68.019,8.506,0.0,2.024122266666667,0.33205469155974243,0.776,0.1494
2026,ATL-RB3-TylerGoodson,Tyler Goodson,ATL,RB,17,0.0,165.4728470588236,81.298,10.123,0.0,1.016980588235294,0.38204071534198936,0.7771,0.0853
2026,NE-RB3-LanLarison,Lan Larison,NE,RB,17,0.0,364.321584,72.906,9.308,0.0,2.0973194666666672,0.33821941635988734,0.7795,0.1584
2026,PHI-TE3-JohnnyMundt,Johnny Mundt,PHI,TE,17,0.0,0.0,220.622,22.375,0.0,0.0,1.0770309790101809,0.6228,
2026,NYJ-RB3-IsaiahDavis,Isaiah Davis,NYJ,RB,17,0.0,311.29436159999995,66.009,9.583,0.0,2.086434333333334,0.34486457734585496,0.7446,0.1728
2026,CHI-WR3-KalifRaymond,Kalif Raymond,CHI,WR,17,0.0,0.0,219.397,20.755,0.0,0.0,0.9733608710424446,0.6494,
2026,CAR-RB3-TrevorEtienne,Trevor Etienne,CAR,RB,17,0.0,319.457952,71.73,9.826,0.0,2.362871666666667,0.35384624084844646,0.7671,0.1728
2026,LV-WR3-JackBech,Jack Bech,LV,WR,17,0.0,0.0,216.207,21.796,0.0,0.0,1.0478519608122994,0.6458,
2026,TB-RB3-SeanTucker,Sean Tucker,TB,RB,17,0.0,342.30211199999997,84.685,10.866,0.0,2.5645059999999997,0.38831817287509485,0.7795,0.1728
