season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,ints_total,snap_share,target_share,carry_share,is_rookie,draft_round
2026,PIT-TE2-DarnellWashington,Darnell Washington,PIT,TE,17,0.0,0.0,278.25896875,23.581268538135593,0.0,0.0,2.796771870088175,0.9383043010202402,0.0,0.3,0.07,0.0,,
2026,DEN-RB3-JonahColeman,Jonah Coleman,DEN,RB,17,0.0,180.43180040652274,94.13039583333331,11.479316565040648,0.0,1.3313611699853085,1.4581734458940905,0.9375829504409401,0.0,0.15,0.02,0.1,,
2026,IND-RB3-SethMcGowan,Seth McGowan,IND,RB,17,0.0,188.35659079019834,85.99785416666666,10.48754319105691,0.0,1.429562087549067,1.1998495767338535,0.9271278207408477,0.0,0.15,0.02,0.1,,
2026,DET-RB3-SioneVaki,Sione Vaki,DET,RB,17,0.0,177.5736840513374,94.69631591534971,11.54833120918899,0.0,1.3241479485547816,1.3746163736594263,0.9316294820882253,0.0,0.15,0.02,0.1,,
2026,GB-TE2-LukeMusgrave,Luke Musgrave,GB,TE,17,0.0,0.0,269.0529479166666,22.80109728107344,0.0,0.0,2.741049060448343,0.9363736478075401,0.0,0.3,0.07,0.0,,
2026,LA-TE2-TylerHigbee,Tyler Higbee,LA,TE,17,0.0,0.0,267.0107764924003,22.628031906135618,0.0,0.0,2.314241449139228,0.8903590679503214,0.0,0.3,0.0504,0.0,,
2026,ARI-TE2-TipReiman,Tip Reiman,ARI,TE,17,0.0,0.0,266.7056246894115,22.602171583848428,0.0,0.0,2.583533776732984,0.9252458676279125,0.0,0.3,0.07,0.0,,
2026,NYG-TE2-TheoJohnson,Theo Johnson,NYG,TE,17,0.0,0.0,266.49233333333336,22.58409604519774,0.0,0.0,2.7825506732168845,0.940429867408763,0.0,0.3,0.07,0.0,,
2026,ATL-TE2-AustinHooper,Austin Hooper,ATL,TE,17,0.0,0.0,265.76382291666664,22.522357874293782,0.0,0.0,2.4621989231356256,0.9166611539442107,0.0,0.3,0.07,0.0,,
2026,LV-TE2-MichaelMayer,Michael Mayer,LV,TE,17,0.0,0.0,262.0811666666666,22.210268361581914,0.0,0.0,2.6608816670967563,0.9306169063931736,0.0,0.3,0.07,0.0,,
2026,NE-TE2-EliRaridon,Eli Raridon,NE,TE,17,0.0,0.0,258.6941875,21.923236228813558,0.0,0.0,2.6453591946029817,0.9304057206782104,0.0,0.3,0.07,0.0,,
2026,MIA-TE2-WillKacmarek,Will Kacmarek,MIA,TE,17,0.0,0.0,258.10246875,21.8730905720339,0.0,0.0,2.3308781580628497,0.9065567334394438,0.0,0.3,0.07,0.0,,
2026,CAR-TE2-Ja'TavionSanders,Ja'Tavion Sanders,CAR,TE,17,0.0,0.0,254.07141666666672,21.531475988700567,0.0,0.0,2.5940418114730206,0.9265173579274071,0.0,0.3,0.07,0.0,,
2026,CLE-TE2-JoeRoyer,Joe Royer,CLE,TE,17,0.0,0.0,253.03476041666667,21.443623764124293,0.0,0.0,2.6080837905136622,0.9287170041500827,0.0,0.3,0.07,0.0,,
2026,CIN-RB3-TahjBrooks,Tahj Brooks,CIN,RB,17,0.0,125.36964374351616,114.67598566308243,13.984876300375907,0.0,0.902862707012042,1.7019513278733567,0.9173015821847121,0.0,0.15,0.02,0.1,,
2026,DET-TE2-BrockWright,Brock Wright,DET,TE,17,0.0,0.0,238.63471610668125,20.223281025989937,0.0,0.0,2.1773923358765312,0.8837632648733798,0.0,0.3,0.0504,0.0,,
2026,DAL-TE2-BrevynSpann-Ford,Brevyn Spann-Ford,DAL,TE,17,0.0,0.0,238.25489951590953,20.191093179314365,0.0,0.0,2.151610898746371,0.8734264576619943,0.0,0.3,0.0504,0.0,,
2026,PHI-TE2-EliStowers,Eli Stowers,PHI,TE,17,0.0,0.0,237.93670833333334,20.164127824858756,0.0,0.0,2.2642445596545313,0.9021595781252342,0.0,0.3,0.07,0.0,,
2026,LAC-RB3-KeatonMitchell,Keaton Mitchell,LAC,RB,17,0.0,145.55476511793046,86.9371875,10.602096036585365,0.0,0.9877545015079349,1.3740335202270875,0.9041975932411357,0.0,0.15,0.02,0.1,,
2026,WAS-TE2-JohnBates,John Bates,WAS,TE,17,0.0,0.0,228.68088541666668,19.379736052259886,0.0,0.0,2.4359841682110814,0.919414325596421,0.0,0.3,0.07,0.0,,
2026,CAR-RB3-TrevorEtienne,Trevor Etienne,CAR,RB,17,0.0,155.58804393275483,72.59183333333334,8.852662601626019,0.0,1.0492848222403184,1.1791099143059183,0.8931115376661405,0.0,0.15,0.02,0.1,,
2026,NO-TE2-NoahFant,Noah Fant,NO,TE,17,0.0,0.0,224.83550874484376,19.053856673291843,0.0,0.0,2.294491412477682,0.8982746449249812,0.0,0.3,0.0504,0.0,,
2026,LA-QB2-TySimpson,Ty Simpson,LA,QB,17,173.651,49.36429722400951,0.0,0.0,1.420657054010572,1.3681592039800992,0.0,0.7454248505786087,0.458,0.3,0.0,0.02,,
2026,KC-RB3-EmariDemercado,Emari Demercado,KC,RB,17,0.0,125.36964374351616,97.46960416666667,11.886537093495935,0.0,0.9066455345948599,1.5020816590535109,0.9060336914357434,0.0,0.15,0.02,0.1,,
2026,SEA-TE2-ElijahArroyo,Elijah Arroyo,SEA,TE,17,0.0,0.0,220.68937153945748,18.702489113513344,0.0,0.0,2.34591522199097,0.9042404792065998,0.0,0.3,0.0504,0.0,,
2026,NYJ-RB3-IsaiahDavis,Isaiah Davis,NYJ,RB,17,0.0,152.4252942574213,63.061492890995254,7.690425962316495,0.0,0.9779690070025511,1.0840981506194869,0.8756084124182906,0.0,0.15,0.02,0.1,,
2026,NO-RB3-DevinNeal,Devin Neal,NO,RB,17,0.0,125.36964374351614,89.22043997811258,10.880541460745437,0.0,0.845163695672919,1.4485425583823752,0.8985324673343291,0.0,0.15,0.02,0.1,,
2026,TEN-RB3-NicholasSingleton,Nicholas Singleton,TEN,RB,17,0.0,125.3696437435162,82.06995833333332,10.00853150406504,0.0,0.8295721052168062,1.3146488620482797,0.8824049582105778,0.0,0.15,0.02,0.1,,
2026,PIT-RB3-KalebJohnson,Kaleb Johnson,PIT,RB,17,0.0,125.36964374351616,79.5025625,9.695434451219512,0.0,0.8805447272747333,1.2712599409491703,0.8831307808174027,0.0,0.15,0.02,0.1,,
2026,SEA-QB2-DrewLock,Drew Lock,SEA,QB,17,154.319,49.364297224009505,0.0,0.0,1.377,1.3342950835392215,0.0,0.7366562546163399,0.423,0.3,0.0,0.02,,
2026,ARI-RB3-JamesConner,James Conner,ARI,RB,17,0.0,125.36964374351614,76.20160705411756,9.292878909038727,0.0,0.8449205182355378,1.1743335348786288,0.8678486257732804,0.0,0.15,0.02,0.1,,
2026,LV-RB3-DylanLaube,Dylan Laube,LV,RB,17,0.0,125.36964374351616,74.8803333333333,9.13174796747967,0.0,0.7952152747897888,1.209491666862162,0.8657422043246847,0.0,0.15,0.02,0.1,,
2026,DAL-QB2-JoeMiltonIII,Joe Milton III,DAL,QB,17,150.29,49.364297224009505,0.0,0.0,1.239793498965755,1.335843237609295,0.0,0.737063635881735,0.405,0.3,0.0,0.02,,
2026,CLE-RB3-RaheimSanders,Raheim Sanders,CLE,RB,17,0.0,125.36964374351612,72.29564583333332,8.816542174796748,0.0,0.8147407872833989,1.1854926320516646,0.8667115411870552,0.0,0.15,0.02,0.1,,
2026,DEN-QB2-JarrettStidham,Jarrett Stidham,DEN,QB,17,158.346,36.08636008130455,0.0,0.0,1.331258478972149,0.9569158409269403,0.0,0.6159243885373367,0.431,0.3,0.0,0.02,,
2026,MIN-RB3-DemondClaiborne,Demond Claiborne,MIN,RB,17,0.0,125.36964374351618,69.04737361769351,8.420411416791891,0.0,0.8254097897543334,1.1818811511117078,0.8684334960443403,0.0,0.15,0.02,0.1,,
2026,HOU-QB2-DavisMills,Davis Mills,HOU,QB,17,145.093,48.79430037739538,0.0,0.0,1.2606377381229392,1.2263579589453095,0.0,0.7066409398436251,0.41,0.3,0.0,0.02,,
2026,JAX-QB2-NickMullens,Nick Mullens,JAX,QB,17,143.821,49.36429722400949,0.0,0.0,1.24928517722216,1.2851231408709538,0.0,0.7233834812644113,0.396,0.3,0.0,0.02,,
2026,BAL-TE2-DurhamSmythe,Durham Smythe,BAL,TE,17,0.0,0.0,193.0758612172479,16.362361120105753,0.0,0.0,2.1783579251166354,0.8853161504591296,0.0,0.3,0.0504,0.0,,
2026,DET-QB2-TeddyBridgewater,Teddy Bridgewater,DET,QB,17,152.753,35.51473681026748,0.0,0.0,1.3112150551116863,0.951731338023749,0.0,0.613927976684947,0.415,0.3,0.0,0.02,,
2026,MIA-RB3-OllieGordonII,Ollie Gordon II,MIA,RB,17,0.0,114.27498500515186,73.7435625,8.993117378048781,0.0,0.7993205229046824,1.05949007184675,0.8469170630248221,0.0,0.15,0.02,0.1,,
2026,CIN-QB2-JoeFlacco,Joe Flacco,CIN,QB,17,161.954,25.07392874870323,0.0,0.0,1.2868815878648587,0.648932570664905,0.0,0.4773966787458721,0.446,0.3,0.0,0.02,,
2026,CHI-QB2-TysonBagent,Tyson Bagent,CHI,QB,17,136.102,49.36429722400948,0.0,0.0,1.171045626484725,1.2766389703370788,0.0,0.72102663574467,0.373,0.3,0.0,0.02,,
2026,KC-QB2-JustinFields,Justin Fields,KC,QB,17,160.072,25.07392874870323,0.0,0.0,1.339145327510917,0.6516514779900553,0.0,0.47881565883235644,0.441,0.3,0.0,0.02,,
2026,BUF-QB2-KyleAllen,Kyle Allen,BUF,QB,17,134.913,49.364297224009505,0.0,0.0,1.1845473047993453,1.347168133415505,0.0,0.7400245650561744,0.36,0.3,0.0,0.02,,
2026,TB-QB2-JakeBrowning,Jake Browning,TB,QB,17,133.992,49.36429722400949,0.0,0.0,1.1672358758371906,1.2594786149127701,0.0,0.7161980419595815,0.372,0.3,0.0,0.02,,
2026,SF-QB2-MacJones,Mac Jones,SF,QB,17,133.473,49.36429722400948,0.0,0.0,1.1519287340805182,1.3222715883218883,0.0,0.7334708307638015,0.36,0.3,0.0,0.02,,
2026,IND-QB2-AnthonyRichardsonSr.,Anthony Richardson Sr.,IND,QB,17,140.506,37.67131815803966,0.0,0.0,1.2114636354308959,1.0274977504258918,0.0,0.6420986003275746,0.377,0.3,0.0,0.02,,
2026,ATL-QB1-MalikWillis,Malik Willis,ATL,QB,17,126.944,49.36429722400949,0.0,0.0,1.1246580126727908,1.2542404869784776,0.0,0.7147075507114464,0.355,0.3,0.0,0.02,,
2026,LAC-QB2-TreyLance,Trey Lance,LAC,QB,17,145.005,29.110953023586095,0.0,0.0,1.2437733406002462,0.709948547958828,0.0,0.5083305057907661,0.413,0.3,0.0,0.02,,
2026,MIN-TE2-JoshOliver,Josh Oliver,MIN,TE,17,0.0,0.0,173.99938151658768,14.745710298015904,0.0,0.0,1.872099743360945,0.8512201411006589,0.0,0.3,0.0504,0.0,,
2026,BAL-QB2-TylerHuntley,Tyler Huntley,BAL,QB,17,124.561,49.364297224009476,0.0,0.0,1.3207497045104046,1.3681592039800992,0.0,0.7454248505786087,0.344,0.3,0.0,0.02,,
2026,NE-QB2-TommyDeVito,Tommy DeVito,NE,QB,17,123.985,49.36429722400949,0.0,0.0,1.0948410387394298,1.2963117789752976,0.0,0.7264611935745695,0.339,0.3,0.0,0.02,,
2026,LA-QB3-StetsonBennettIV,Stetson Bennett IV,LA,QB,17,147.324,24.682148612004756,0.0,0.0,1.2060404762123647,1.3681592039800992,0.0,0.7454248505786087,0.389,0.15,0.0,0.01,,
2026,NO-QB2-SpencerRattler,Spencer Rattler,NO,QB,17,144.339,25.073928748703228,0.0,0.0,1.2529214512414582,0.6074614062649104,0.0,0.4552680315298786,0.416,0.3,0.0,0.02,,
2026,GB-QB2-TyrodTaylor,Tyrod Taylor,GB,QB,17,119.627,49.36429722400949,0.0,0.0,1.052746542595723,1.3418386164117413,0.0,0.7386353228484022,0.32,0.3,0.0,0.02,,
2026,PHI-QB2-AndyDalton,Andy Dalton,PHI,QB,17,118.023,49.36429722400948,0.0,0.0,1.0734721842330148,1.3006158567053532,0.0,0.7276359958258989,0.326,0.3,0.0,0.02,,
2026,NYG-QB2-JameisWinston,Jameis Winston,NYG,QB,17,117.938,49.36429722400949,0.0,0.0,1.0516195158748451,1.2378955215617942,0.0,0.7100061379474945,0.332,0.3,0.0,0.02,,
2026,ARI-QB2-GardnerMinshewII,Gardner Minshew II,ARI,QB,17,142.011,25.073928748703228,0.0,0.0,1.1017283227515158,0.6072866224817927,0.0,0.4551728128945499,0.4,0.3,0.0,0.02,,
2026,NYJ-TE2-MasonTaylor,Mason Taylor,NYJ,TE,17,0.0,0.0,158.91496208530805,13.467369668246445,0.0,0.0,1.7172114705812676,0.826653209425273,0.0,0.3,0.0504,0.0,,
2026,DEN-QB3-SamEhlinger,Sam Ehlinger,DEN,QB,17,139.799,18.043180040652274,0.0,0.0,1.175591200489453,0.9569158409269403,0.0,0.6159243885373367,0.38,0.15,0.0,0.01,,
2026,DET-QB3-LukeAltmyer,Luke Altmyer,DET,QB,17,138.878,17.75736840513374,0.0,0.0,1.1918297337357764,0.951731338023749,0.0,0.613927976684947,0.378,0.15,0.0,0.01,,
2026,CIN-QB3-JoshJohnson,Josh Johnson,CIN,QB,17,144.035,12.536964374351616,0.0,0.0,1.1444895319696622,0.648932570664905,0.0,0.4773966787458721,0.397,0.15,0.0,0.01,,
2026,LV-QB2-FernandoMendoza,Fernando Mendoza,LV,QB,17,131.144,25.07392874870323,0.0,0.0,1.1498754571335998,0.5715609787551605,0.0,0.43535664585903633,0.387,0.3,0.0,0.02,,
2026,DAL-QB3-SamHowell,Sam Howell,DAL,QB,17,130.038,24.682148612004752,0.0,0.0,1.0721975683750862,1.335843237609295,0.0,0.737063635881735,0.35,0.15,0.0,0.01,,
2026,PIT-QB2-MasonRudolph,Mason Rudolph,PIT,QB,17,129.578,25.07392874870323,0.0,0.0,1.1245156427588685,0.6328915227287144,0.0,0.4689459759608806,0.361,0.3,0.0,0.02,,
2026,KC-QB3-GarrettNussmeier,Garrett Nussmeier,KC,QB,17,142.093,12.536964374351616,0.0,0.0,1.188749006113537,0.6516514779900553,0.0,0.47881565883235644,0.391,0.15,0.0,0.01,,
2026,TEN-QB2-MitchellTrubisky,Mitchell Trubisky,TEN,QB,17,129.363,25.073928748703242,0.0,0.0,1.1251774950989524,0.5962549506245793,0.0,0.4491291837720929,0.375,0.3,0.0,0.02,,
2026,SEA-QB3-JalenMilroe,Jalen Milroe,SEA,QB,17,129.543,24.682148612004752,0.0,0.0,1.156,1.3342950835392215,0.0,0.7366562546163399,0.355,0.15,0.0,0.01,,
2026,HOU-QB3-GrahamMertz,Graham Mertz,HOU,QB,17,128.367,24.39715018869769,0.0,0.0,1.1151023304574725,1.2263579589453095,0.0,0.7066409398436251,0.363,0.15,0.0,0.01,,
2026,CAR-QB2-KennyPickett,Kenny Pickett,CAR,QB,17,118.866,31.117608786550967,0.0,0.0,1.0482658886657041,0.7541734659852286,0.0,0.5296007449189744,0.337,0.3,0.0,0.02,,
2026,MIN-QB1-JacobyBrissett,Jacoby Brissett,MIN,QB,17,124.864,25.073928748703235,0.0,0.0,1.120142593761728,0.593263286385927,0.0,0.44747869562888587,0.366,0.3,0.0,0.02,,
2026,CLE-QB2-ShedeurSanders,Shedeur Sanders,CLE,QB,17,124.636,25.073928748703224,0.0,0.0,1.1099500176501012,0.5855949408599428,0.0,0.4432254846527829,0.367,0.3,0.0,0.02,,
2026,WAS-QB2-MarcusMariota,Marcus Mariota,WAS,QB,17,97.274,49.364297224009505,0.0,0.0,0.8947167222325664,1.2909604955675407,0.0,0.724993486342153,0.268,0.3,0.0,0.02,,
2026,KC-TE3-JaredWiley,Jared Wiley,KC,TE,17,0.0,0.0,146.20440625,12.390203919491526,0.0,0.0,1.6522898249588622,0.7989076031013707,0.0,0.15,0.03,0.0,,
2026,JAX-QB3-CarterBradley,Carter Bradley,JAX,QB,17,119.54,24.682148612004745,0.0,0.0,1.038562376244928,1.2851231408709538,0.0,0.7233834812644113,0.329,0.15,0.0,0.01,,
2026,IND-QB3-RileyLeonard,Riley Leonard,IND,QB,17,122.837,18.83565907901983,0.0,0.0,1.0591480576206833,1.0274977504258918,0.0,0.6420986003275746,0.33,0.15,0.0,0.01,,
2026,DEN-TE3-JustinJoly,Justin Joly,DEN,TE,17,0.0,0.0,141.19559374999997,11.9657282838983,0.0,0.0,1.6039907904834998,0.7954230733737575,0.0,0.15,0.03,0.0,,
2026,LAC-QB3-DJUiagalelei,DJ Uiagalelei,LAC,QB,17,125.593,14.555476511793048,0.0,0.0,1.077801959104363,0.709948547958828,0.0,0.5083305057907661,0.357,0.15,0.0,0.01,,
2026,SF-QB3-KurtisRourke,Kurtis Rourke,SF,QB,17,115.078,24.68214861200474,0.0,0.0,0.9937023025401496,1.3222715883218883,0.0,0.7334708307638015,0.31,0.15,0.0,0.01,,
2026,NYJ-QB2-CadeKlubnik,Cade Klubnik,NYJ,QB,17,109.202,30.485058851484265,0.0,0.0,0.9838051729929458,0.7029152237830834,0.0,0.5048602454230546,0.321,0.3,0.0,0.02,,
2026,TB-QB3-ConnorBazelak,Connor Bazelak,TB,QB,17,114.065,24.682148612004745,0.0,0.0,0.9929019338666574,1.2594786149127701,0.0,0.7161980419595815,0.317,0.15,0.0,0.01,,
2026,MIA-QB2-QuinnEwers,Quinn Ewers,MIA,QB,17,115.562,22.854997001030373,0.0,0.0,1.0354429085495382,0.5745116258377404,0.0,0.4370202535580373,0.327,0.3,0.0,0.02,,
2026,ARI-QB3-CarsonBeck,Carson Beck,ARI,QB,17,125.756,12.536964374351614,0.0,0.0,0.9752188318026528,0.6072866224817927,0.0,0.4551728128945499,0.354,0.15,0.0,0.01,,
2026,CHI-QB3-CaseKeenum,Case Keenum,CHI,QB,17,113.53,24.68214861200474,0.0,0.0,0.9760397542573291,1.2766389703370788,0.0,0.72102663574467,0.311,0.15,0.0,0.01,,
2026,BUF-QB3-ShaneBuechele,Shane Buechele,BUF,QB,17,112.976,24.682148612004752,0.0,0.0,0.9922700719765752,1.347168133415505,0.0,0.7400245650561744,0.302,0.15,0.0,0.01,,
2026,ATL-QB3-JackStrand,Jack Strand,ATL,QB,17,111.282,24.682148612004745,0.0,0.0,0.9859336763078651,1.2542404869784776,0.0,0.7147075507114464,0.311,0.15,0.0,0.01,,
2026,NO-QB3-ZachWilson,Zach Wilson,NO,QB,17,123.219,12.536964374351614,0.0,0.0,1.070203739602079,0.6074614062649104,0.0,0.4552680315298786,0.355,0.15,0.0,0.01,,
2026,BAL-QB3-JoeFagnano,Joe Fagnano,BAL,QB,17,109.461,24.682148612004738,0.0,0.0,1.160811240674034,1.3681592039800992,0.0,0.7454248505786087,0.303,0.15,0.0,0.01,,
2026,NE-QB3-BehrenMorton,Behren Morton,NE,QB,17,109.402,24.682148612004745,0.0,0.0,0.9658026570203674,1.2963117789752976,0.0,0.7264611935745695,0.299,0.15,0.0,0.01,,
2026,LAC-TE3-CharlieKolar,Charlie Kolar,LAC,TE,17,0.0,0.0,130.40578125,11.051337394067795,0.0,0.0,1.5114368722497966,0.7754112365463454,0.0,0.15,0.03,0.0,,
2026,GB-QB3-KyleMcCord,Kyle McCord,GB,QB,17,105.392,24.682148612004745,0.0,0.0,0.9273721906419791,1.3418386164117413,0.0,0.7386353228484022,0.282,0.15,0.0,0.01,,
2026,IND-TE3-DrewOgletree,Drew Ogletree,IND,TE,17,0.0,0.0,128.99678124999997,10.931930614406776,0.0,0.0,1.319834534407239,0.7297573120607894,0.0,0.15,0.03,0.0,,
2026,TEN-QB3-WillLevis,Will Levis,TEN,QB,17,115.493,12.536964374351621,0.0,0.0,1.004837656050936,0.5962549506245793,0.0,0.4491291837720929,0.335,0.15,0.0,0.01,,
2026,PHI-QB3-TannerMcKee,Tanner McKee,PHI,QB,17,102.889,24.68214861200474,0.0,0.0,0.9361222949618213,1.3006158567053532,0.0,0.7276359958258989,0.285,0.15,0.0,0.01,,
2026,NYG-QB3-BrandonAllen,Brandon Allen,NYG,QB,17,101.3,24.682148612004745,0.0,0.0,0.9036430361551202,1.2378955215617942,0.0,0.7100061379474945,0.285,0.15,0.0,0.01,,
2026,SF-TE3-LukeFarrell,Luke Farrell,SF,TE,17,0.0,0.0,125.74665624999997,10.656496292372879,0.0,0.0,1.3250067591712145,0.7314549183097605,0.0,0.15,0.03,0.0,,
2026,CLE-QB3-DillonGabriel,Dillon Gabriel,CLE,QB,17,113.117,12.536964374351612,0.0,0.0,1.0072500160169955,0.5855949408599428,0.0,0.4432254846527829,0.334,0.15,0.0,0.01,,
2026,CHI-TE3-SamRoush,Sam Roush,CHI,TE,17,0.0,0.0,125.55878125,10.640574682203388,0.0,0.0,1.4586804317882485,0.7639416200793799,0.0,0.15,0.03,0.0,,
2026,HOU-TE3-BrevinJordan,Brevin Jordan,HOU,TE,17,0.0,0.0,125.50931250000001,10.636382415254237,0.0,0.0,1.472477701776552,0.7693976843423251,0.0,0.15,0.03,0.0,,
2026,JAX-TE3-TannerKoziol,Tanner Koziol,JAX,TE,17,0.0,0.0,123.89762499999998,10.499798728813557,0.0,0.0,1.4541090027380548,0.7652234946982758,0.0,0.15,0.03,0.0,,
2026,CIN-TE3-ErickAllJr.,Erick All Jr.,CIN,TE,17,0.0,0.0,123.850064516129,10.495768179332964,0.0,0.0,1.3479454516756986,0.7160724402268167,0.0,0.15,0.0216,0.0,,
2026,PIT-QB3-WillHoward,Will Howard,PIT,QB,17,110.782,12.536964374351616,0.0,0.0,0.9618624872883893,0.6328915227287144,0.0,0.4689459759608806,0.308,0.15,0.0,0.01,,
2026,TEN-TE3-KylenGranson,Kylen Granson,TEN,TE,17,0.0,0.0,123.10493749999999,10.432621822033896,0.0,0.0,1.4461137482531077,0.7635527004886294,0.0,0.15,0.03,0.0,,
2026,MIN-QB3-CarsonWentz,Carson Wentz,MIN,QB,17,110.018,12.536964374351617,0.0,0.0,0.987494128710997,0.593263286385927,0.0,0.44747869562888587,0.322,0.15,0.0,0.01,,
2026,TB-TE3-KoKieft,Ko Kieft,TB,TE,17,0.0,0.0,122.40893750000002,10.37363877118644,0.0,0.0,1.4398916943432525,0.7623921225967756,0.0,0.15,0.03,0.0,,
2026,BUF-TE3-JacksonHawes,Jackson Hawes,BUF,TE,17,0.0,0.0,119.41843750000001,10.12020656779661,0.0,0.0,1.2801739759795046,0.7233455793014225,0.0,0.15,0.03,0.0,,
2026,PIT-TE3-RobertTonyan,Robert Tonyan,PIT,TE,17,0.0,0.0,119.25384375,10.106257944915253,0.0,0.0,1.3983859350440875,0.7516138108111489,0.0,0.15,0.03,0.0,,
2026,LV-QB3-AidanO'Connell,Aidan O'Connell,LV,QB,17,105.325,12.536964374351616,0.0,0.0,0.9234906099789362,0.5715609787551605,0.0,0.43535664585903633,0.311,0.15,0.0,0.01,,
2026,CAR-QB3-HaynesKing,Haynes King,CAR,QB,17,100.059,15.558804393275484,0.0,0.0,0.8823318570001377,0.7541734659852286,0.0,0.5296007449189744,0.284,0.15,0.0,0.01,,
2026,GB-TE3-JoshWhyle,Josh Whyle,GB,TE,17,0.0,0.0,115.30840624999996,9.771898834745759,0.0,0.0,1.3705245302241715,0.7477573545324662,0.0,0.15,0.03,0.0,,
2026,LA-TE3-TerranceFerguson,Terrance Ferguson,LA,TE,17,0.0,0.0,114.4331899253144,9.697727959772406,0.0,0.0,1.157120724569614,0.6688792787370765,0.0,0.15,0.0216,0.0,,
2026,ARI-TE3-ElijahHiggins,Elijah Higgins,ARI,TE,17,0.0,0.0,114.30241058117635,9.686644964506469,0.0,0.0,1.291766888366492,0.7265879805639709,0.0,0.15,0.03,0.0,,
2026,ATL-TE3-CharlieWoerner,Charlie Woerner,ATL,TE,17,0.0,0.0,113.89878124999997,9.652439088983048,0.0,0.0,1.2310994615678128,0.7113153172477116,0.0,0.15,0.03,0.0,,
2026,LV-TE3-IanThomas,Ian Thomas,LV,TE,17,0.0,0.0,112.32049999999995,9.51868644067796,0.0,0.0,1.3304408335483782,0.7365932924035032,0.0,0.15,0.03,0.0,,
2026,WAS-QB3-AthanKaliakmanis,Athan Kaliakmanis,WAS,QB,17,87.431,24.682148612004752,0.0,0.0,0.8047614193486433,1.2909604955675407,0.0,0.724993486342153,0.24,0.15,0.0,0.01,,
2026,NE-TE3-CJDippre,CJ Dippre,NE,TE,17,0.0,0.0,110.86893749999999,9.395672669491523,0.0,0.0,1.3226795973014909,0.7361927231447365,0.0,0.15,0.03,0.0,,
2026,MIA-TE3-SeydouTraore,Seydou Traore,MIA,TE,17,0.0,0.0,110.61534374999998,9.374181673728812,0.0,0.0,1.1654390790314249,0.6943150861417,0.0,0.15,0.03,0.0,,
2026,MIA-QB3-CamMiller,Cam Miller,MIA,QB,17,98.964,11.427498500515187,0.0,0.0,0.8869605921288544,0.5745116258377404,0.0,0.4370202535580373,0.28,0.15,0.0,0.01,,
2026,CAR-TE3-MitchellEvans,Mitchell Evans,CAR,TE,17,0.0,0.0,108.88775000000001,9.227775423728813,0.0,0.0,1.2970209057365103,0.728923180495652,0.0,0.15,0.03,0.0,,
2026,NYJ-QB3-BradyCook,Brady Cook,NYJ,QB,17,93.549,15.242529425742132,0.0,0.0,0.8427016422051129,0.7029152237830834,0.0,0.5048602454230546,0.275,0.15,0.0,0.01,,
2026,CLE-TE3-JackStoll,Jack Stoll,CLE,TE,17,0.0,0.0,108.44346874999998,9.190124470338981,0.0,0.0,1.3040418952568311,0.7330112439635008,0.0,0.15,0.03,0.0,,
2026,DET-TE3-TylerConklin,Tyler Conklin,DET,TE,17,0.0,0.0,102.27202118857767,8.667120439709972,0.0,0.0,1.0886961679382656,0.6590649106844233,0.0,0.15,0.0216,0.0,,
2026,DAL-TE3-LukeSchoonmaker,Luke Schoonmaker,DAL,TE,17,0.0,0.0,102.10924264967551,8.653325648277585,0.0,0.0,1.0758054493731855,0.6442282440412033,0.0,0.15,0.0216,0.0,,
2026,PHI-TE3-JohnnyMundt,Johnny Mundt,PHI,TE,17,0.0,0.0,101.97287499999999,8.64176906779661,0.0,0.0,1.1321222798272657,0.6872054638028889,0.0,0.15,0.03,0.0,,
2026,WAS-TE3-BenSinnott,Ben Sinnott,WAS,TE,17,0.0,0.0,98.00609374999999,8.305601165254235,0.0,0.0,1.2179920841055407,0.71612383967022,0.0,0.15,0.03,0.0,,
2026,NO-TE3-OscarDelp,Oscar Delp,NO,TE,17,0.0,0.0,96.3580751763616,8.16593857426793,0.0,0.0,1.147245706238841,0.6810558746817574,0.0,0.15,0.0216,0.0,,
2026,SEA-TE3-EricSaubert,Eric Saubert,SEA,TE,17,0.0,0.0,94.58115923119607,8.015352477220006,0.0,0.0,1.172957610995485,0.6905496472882924,0.0,0.15,0.0216,0.0,,
2026,BAL-TE3-MatthewHibner,Matthew Hibner,BAL,TE,17,0.0,0.0,82.7467976645348,7.0124404800453215,0.0,0.0,1.0891789625583177,0.6613499600754927,0.0,0.15,0.0216,0.0,,
2026,MIN-TE3-BenYurosek,Ben Yurosek,MIN,TE,17,0.0,0.0,74.57116350710899,6.319590127721101,0.0,0.0,0.9360498716804725,0.6142800771293488,0.0,0.15,0.0216,0.0,,
2026,NYJ-TE3-JeremyRuckert,Jeremy Ruckert,NYJ,TE,17,0.0,0.0,68.10641232227486,5.771729857819904,0.0,0.0,0.8586057352906338,0.5836506387963024,0.0,0.15,0.0216,0.0,,
