season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,ints_total,is_rookie,draft_round,snap_share,target_share,carry_share
2026,CIN-QB1-JoeBurrow,Joe Burrow,CIN,QB,17,4812.938,148.1413390153297,0.0,0.0,39.30304168231318,1.1828,0.0,0.6936,12.328,False,1,0.55,0.0,0.0725
2026,LA-QB1-MatthewStafford,Matthew Stafford,LA,QB,17,4540.314,195.1382702383759,0.0,0.0,39.01340541733327,1.5694,0.0,0.7918,10.031,False,1,0.55,0.0,0.0725
2026,DAL-QB1-DakPrescott,Dak Prescott,DAL,QB,17,4515.936,146.35243821196758,0.0,0.0,39.280706507016305,1.2039,0.0,0.7,11.321,False,4,0.55,0.0,0.0558
2026,KC-QB1-PatrickMahomes,Patrick Mahomes,KC,QB,17,4376.173,139.2211770047809,0.0,0.0,39.11926808982533,1.13,0.0,0.677,10.939,False,1,0.55,0.0,0.0725
2026,DEN-QB1-BoNix,Bo Nix,DEN,QB,17,4220.151,172.1822440632138,0.0,0.0,34.208778347310215,1.4234,0.0,0.7591,9.856,False,1,0.55,0.0,0.0725
2026,DET-QB1-JaredGoff,Jared Goff,DET,QB,17,4114.127,157.9731798239487,0.0,0.0,33.669031031001516,1.2962,0.0,0.7264,9.753,False,1,0.55,0.0,0.0725
2026,SEA-QB1-SamDarnold,Sam Darnold,SEA,QB,17,3974.643,254.89142606835065,0.0,0.0,35.331043891424,2.1578,0.0,0.8844,6.711,False,1,0.55,0.0,0.0725
2026,ARI-QB1-KylerMurray,Kyler Murray,ARI,QB,17,4082.61,123.50160333991525,0.0,0.0,31.133775895953256,0.9968,0.0,0.6309,12.481,False,1,0.55,0.0,0.0725
2026,IND-QB1-DanielJones,Daniel Jones,IND,QB,17,3864.467,210.9364873896791,0.0,0.0,32.13527908615116,1.7121,0.0,0.8195,9.03,False,1,0.55,0.0,0.0725
2026,CHI-QB1-CalebWilliams,Caleb Williams,CHI,QB,17,3768.284,282.632859454538,0.0,0.0,31.605959187978332,2.324,0.0,0.9021,9.418,False,1,0.55,0.0,0.0725
2026,LAC-QB1-JustinHerbert,Justin Herbert,LAC,QB,17,3902.306,138.13412038815486,0.0,0.0,32.49264623669989,1.1334,0.0,0.6781,10.091,False,1,0.55,0.0,0.0725
2026,JAX-QB1-TrevorLawrence,Trevor Lawrence,JAX,QB,17,3701.397,308.2868254905654,0.0,0.0,31.229618684601732,2.4971,0.0,0.9177,9.022,False,1,0.55,0.0,0.0725
2026,HOU-QB1-C.J.Stroud,C.J. Stroud,HOU,QB,17,3742.767,235.2306064772201,0.0,0.0,31.21724501109266,1.9343,0.0,0.8555,9.437,False,1,0.55,0.0,0.0725
2026,TB-QB1-BakerMayfield,Baker Mayfield,TB,QB,17,3668.919,301.5054917146835,0.0,0.0,31.09150451024946,2.4422,0.0,0.913,9.155,False,1,0.55,0.0,0.0725
2026,SF-QB1-BrockPurdy,Brock Purdy,SF,QB,17,3775.319,193.70814528590032,0.0,0.0,31.64076849693606,1.5934,0.0,0.7968,9.0,False,7,0.55,0.0,0.0558
2026,BUF-QB1-JoshAllen,Josh Allen,BUF,QB,17,3573.501,284.9441865831814,0.0,0.0,30.72209727082784,2.343,0.0,0.904,7.947,False,1,0.55,0.0,0.0725
2026,NO-QB1-TylerShough,Tyler Shough,NO,QB,17,3744.708,103.52672082852904,0.0,0.0,31.42829736205977,0.8517,0.0,0.5733,9.836,False,2,0.55,0.0,0.0558
2026,TEN-QB1-CamWard,Cam Ward,TEN,QB,17,3694.536,147.500309376064,0.0,0.0,31.36622300291885,1.1863,0.0,0.6947,10.158,False,1,0.55,0.0,0.0725
2026,PIT-QB1-AaronRodgers,Aaron Rodgers,PIT,QB,17,3575.721,165.65352558782425,0.0,0.0,30.393107723354387,1.3456,0.0,0.7396,9.065,False,1,0.55,0.0,0.0725
2026,GB-QB1-JordanLove,Jordan Love,GB,QB,17,3464.818,237.21636618699765,0.0,0.0,29.873488618712056,1.979,0.0,0.8618,8.04,False,1,0.55,0.0,0.0725
2026,ATL-QB1-MichaelPenixJr.,Michael Penix Jr.,ATL,QB,17,3406.51,236.7237160160822,0.0,0.0,29.555452482956138,1.9749,0.0,0.8612,8.459,False,1,0.55,0.0,0.0725
2026,BAL-QB1-LamarJackson,Lamar Jackson,BAL,QB,17,3344.596,280.7308073581363,0.0,0.0,34.532225878599085,2.349,0.0,0.9045,5.896,False,1,0.55,0.0,0.0725
2026,NYG-QB1-JaxsonDart,Jaxson Dart,NYG,QB,17,3321.291,302.13882907521696,0.0,0.0,29.258365860009604,2.4199,0.0,0.9111,8.744,False,1,0.55,0.0,0.0725
