season,week,game_id,team,player_id,player_uid,player_name,position,model_version,pass_yards_mean,rush_yards_mean,receiving_yards_mean,receptions_mean,pass_tds_mean,rush_tds_mean,rec_tds_mean,anytime_td_prob
2025,1,2025_01_CAR_JAX,CAR,00-0039150,c28c1088-1b0f-497f-bfdb-1a7a9cde1e89,B.Young,QB,nfl-player-v1,122.073,6.681,0,0,0.764,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0036555,e4fb467c-29b4-4025-8e7f-05d9ee9ca744,C.Hubbard,RB,nfl-player-v1,0,46.499,6.675,1.043,0,1.129,0.05,0.6924
2025,1,2025_01_CAR_JAX,CAR,00-0034983,61cd0e72-b9fb-41e8-8c55-e743845d576c,H.Renfrow,WR,nfl-player-v1,0,0,15.53,1.742,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0039356,38d1f118-d4b1-4550-932e-ebfebfb25c98,J.Sanders,TE,nfl-player-v1,0,0,9.962,1.146,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0036139,5247cf70-ccdc-4fee-abb5-56faa544291f,R.Dowdle,RB,nfl-player-v1,0,13.378,4.845,0.776,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0040644,fb47152c-3c47-4517-aafd-6bb67424d19d,T.Etienne,RB,nfl-player-v1,0,8.471,2.471,0.412,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0040124,fe874b96-e2c0-4f68-9815-af65b06e6738,T.McMillan,WR,nfl-player-v1,0,0,23.319,2.525,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0037005,2a5af105-ecb4-4ae4-89c6-d47b7b108737,T.Tremble,TE,nfl-player-v1,0,0,6.342,0.745,0,0,0,0.005
2025,1,2025_01_CAR_JAX,CAR,00-0039342,2f0f3999-0f08-41d7-83f3-7bf733899142,X.Legette,WR,nfl-player-v1,0,0,17.782,1.971,0,0,0.055,0.0537
2025,1,2025_01_MIN_CHI,CHI,00-0036290,e20adbbe-669d-4d26-b64a-84332cd2acfd,C.Kmet,TE,nfl-player-v1,0,0,11.322,1.297,0,0,0,0.005
