season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob
2026,c18b2fe3-1746-464c-9604-91eca99e8c5c,D.Maye,NE,QB,18,4032.504,110.16,0.0,0.0,25.254,0.0,0.0,0.09000000000000001
2026,3f58a998-2d1f-4f95-9c81-9ccd5fa0c8ec,J.Burrow,CIN,QB,18,3863.862,95.958,0.0,0.0,24.192,0.0,0.0,0.09000000000000001
2026,5580f3af-a69b-4d18-aa9e-f9f360bb7daf,C.Stroud,HOU,QB,18,3859.812,87.156,0.0,0.0,24.174,0.0,0.0,0.09000000000000001
2026,a631bebf-08bd-40de-b474-1e57605a1574,J.Goff,DET,QB,18,3858.876,77.958,0.0,0.0,24.156,0.0,0.0,0.09000000000000001
2026,537f0d83-5256-42bf-bc75-f956be1f26c5,J.Love,GB,QB,18,3839.022,85.374,0.0,0.0,24.03,0.0,0.0,0.09000000000000001
2026,d3372f7c-27eb-47ac-9d90-facef898a40f,C.Williams,CHI,QB,18,3678.21,106.65,0.0,0.0,23.022,0.0,0.0,0.09000000000000001
2026,c28c1088-1b0f-497f-bfdb-1a7a9cde1e89,B.Young,CAR,QB,18,3685.986,97.596,0.0,0.0,23.814,0.198,0.0,0.19800000000000004
2026,7fc98b95-d8a9-461b-895c-675c835c87a6,M.Stafford,LA,QB,18,3514.356,99.846,0.0,0.0,21.996,0.0,0.0,0.09000000000000001
2026,32369b37-6bce-4910-acfa-f658676697d3,J.Allen,BUF,QB,18,3424.644,133.956,0.0,0.0,22.392,0.378,0.0,0.3816
2026,9cd40a7b-735b-4670-bf0e-4d357c5b3e10,A.Rodgers,PIT,QB,18,3477.474,72.216,0.0,0.0,21.78,0.0,0.0,0.09000000000000001
2026,3a4bd5d6-8b01-4324-8449-d0f7c2059e36,S.Darnold,SEA,QB,18,3460.212,86.868,0.0,0.0,21.672,0.0,0.0,0.09000000000000001
2026,c6b16d75-657b-44a5-9bf9-033769fc3460,T.Shough,NO,QB,18,3411.306,97.344,0.0,0.0,21.996,0.18,0.0,0.1818
2026,fb4669d0-c27f-4ea4-bd37-8d3bad299f07,B.Purdy,SF,QB,18,3295.8,122.472,0.0,0.0,20.628,0.0,0.0,0.09000000000000001
2026,e59787f5-27fb-4c44-8543-4c38c3e63ca5,M.Trubisky,BUF,QB,18,3332.232,82.944,0.0,0.0,20.862,0.0,0.0,0.09000000000000001
2026,c8b87222-de0c-47cd-8789-283ea158b788,T.Lance,LAC,QB,18,3285.504,119.754,0.0,0.0,20.574,0.0,0.0,0.09000000000000001
2026,40159058-8f61-4120-8323-ec81eaeff8ce,B.Nix,DEN,QB,18,3274.902,126.684,0.0,0.0,23.31,1.098,0.0,1.0674000000000001
2026,26424a2d-7d01-4e04-a8e5-3d375bd0c281,B.Allen,TEN,QB,18,3309.408,76.428,0.0,0.0,20.718,0.0,0.0,0.09000000000000001
2026,84183f30-4aea-4c0e-a5ee-3e0d078d504e,R.Leonard,IND,QB,18,3278.304,102.33,0.0,0.0,21.132,0.198,0.0,0.1908
2026,c3485017-7a48-4b69-8957-97f4e26303ea,K.Cousins,ATL,QB,18,3284.28,83.394,0.0,0.0,20.556,0.0,0.0,0.09000000000000001
2026,df2c09c5-74cd-4fdf-907d-3b98983c4c2b,J.Dart,NYG,QB,18,3258.432,105.264,0.0,0.0,21.186,0.27,0.0,0.27000000000000013
2026,adc23f6f-785f-4c16-b008-399ca48f511f,T.McKee,PHI,QB,18,3270.492,89.136,0.0,0.0,20.484,0.0,0.0,0.09000000000000001
2026,ad824cf4-45aa-4678-90a2-b4de8ec1d14f,A.Dalton,CAR,QB,18,3267.198,90.36,0.0,0.0,20.448,0.0,0.0,0.09000000000000001
2026,c85912e0-7ec0-44a3-99c5-3ebb79d217a8,M.Willis,GB,QB,18,3219.372,132.876,0.0,0.0,21.744,0.666,0.0,0.6498000000000002
2026,c415d118-a039-407a-a350-3e89d8042e25,J.Hurts,PHI,QB,18,3190.086,109.386,0.0,0.0,19.98,0.0,0.0,0.09000000000000001
2026,35cc13e2-07c8-47ec-a3f1-171f1c79da4c,K.Murray,ARI,QB,18,3165.678,103.968,0.0,0.0,21.294,0.486,0.0,0.4823999999999999
2026,fd220237-3c3f-4c15-8aa0-6fe29c030516,P.Rivers,IND,QB,18,3189.96,76.536,0.0,0.0,19.98,0.0,0.0,0.09000000000000001
2026,d0738d0d-7cc8-49b9-882e-a1fb536c47e7,T.Lawrence,JAX,QB,18,3115.944,125.64,0.0,0.0,21.024,0.612,0.0,0.6065999999999999
2026,a9854c99-01a8-4aff-ade7-a3dbcff01a05,P.Mahomes,KC,QB,18,3132.9,84.564,0.0,0.0,20.862,0.36,0.0,0.35459999999999997
2026,86721778-e183-4522-8ddc-55e00f17fbe7,J.Herbert,LAC,QB,18,3061.728,117.63,0.0,0.0,22.014,1.17,0.0,1.1411999999999998
2026,237a8679-0c0a-480b-870d-514d0c50523f,J.Brissett,ARI,QB,18,3068.226,90.126,0.0,0.0,19.206,0.0,0.0,0.09000000000000001
2026,ab213147-61d9-49a3-a662-0e2a31cc80f2,M.Penix,ATL,QB,18,3008.196,87.372,0.0,0.0,18.828,0.0,0.0,0.09000000000000001
2026,71c87791-cb96-4ae5-81b7-b34f7074c8fe,J.Stidham,DEN,QB,18,2989.08,92.484,0.0,0.0,19.35,0.216,0.0,0.20519999999999994
2026,e4e1a50c-ec36-4d34-aa3f-d930cb755ef1,D.Mills,HOU,QB,18,2999.61,81.702,0.0,0.0,18.774,0.0,0.0,0.09000000000000001
2026,c565508b-56fc-427f-bbad-c16a7809be60,C.Wentz,MIN,QB,18,3005.982,73.656,0.0,0.0,18.828,0.0,0.0,0.09000000000000001
2026,25cc976d-3f53-414e-8503-80d7e5d5a513,T.Tagovailoa,MIA,QB,18,2961.594,81.864,0.0,0.0,18.54,0.0,0.0,0.09000000000000001
2026,56c2266e-4dc1-4c37-8f44-6323a36613de,B.Mayfield,TB,QB,18,2924.748,98.28,0.0,0.0,18.306,0.0,0.0,0.09000000000000001
2026,2dc8197d-32c4-4dd0-b6fe-204644d5c94e,C.Oladokun,KC,QB,18,2941.434,79.236,0.0,0.0,18.414,0.0,0.0,0.09000000000000001
2026,da4478fb-6db4-42cc-94a5-bc33107fdd43,C.Tune,GB,QB,18,2926.116,89.856,0.0,0.0,18.324,0.0,0.0,0.09000000000000001
2026,6ccddb5c-777e-4767-8920-d6b85d950d14,J.McCarthy,MIN,QB,18,2899.098,85.32,0.0,0.0,18.144,0.0,0.0,0.09000000000000001
2026,d1f89fac-509c-44c6-92ab-7c667d39aac0,J.Dobbs,NE,QB,18,2897.442,84.42,0.0,0.0,18.144,0.0,0.0,0.09000000000000001
2026,371e6c01-3f61-411c-8675-13539221ddc9,J.Flacco,CIN,QB,18,2890.026,86.076,0.0,0.0,18.09,0.0,0.0,0.09000000000000001
2026,ed4bbe3b-6b63-4451-a5f2-c6fdeb807037,K.Allen,DET,QB,18,2898.36,76.23,0.0,0.0,18.144,0.0,0.0,0.09000000000000001
2026,1d4cec7f-feb8-41e0-8087-6a8bb22061a5,J.Browning,CIN,QB,18,2890.026,77.724,0.0,0.0,18.09,0.0,0.0,0.09000000000000001
2026,de412420-89d8-4955-9d7d-72f809f5077c,A.O'Connell,LV,QB,18,2864.43,84.438,0.0,0.0,17.928,0.0,0.0,0.09000000000000001
2026,47424b84-c636-49c2-8a25-9d3de0d3b504,G.Smith,LV,QB,18,2852.622,79.668,0.0,0.0,18.522,0.198,0.0,0.19440000000000004
2026,657dda04-3090-4b51-a042-ed172ce632f2,Q.Ewers,MIA,QB,18,2848.14,79.902,0.0,0.0,17.838,0.0,0.0,0.09000000000000001
2026,daa42eb7-39f7-4855-9cfb-36e187d1948a,S.Rattler,NO,QB,18,2824.488,77.706,0.0,0.0,17.676,0.0,0.0,0.09000000000000001
2026,5034d52d-1292-4d87-a545-ef53884ca7e1,T.Hill,NO,QB,18,2810.502,76.77,0.0,0.0,17.604,0.0,0.0,0.09000000000000001
