Date,Visitor,PTS,Home,PTS_2
2025-03-21,Vanderbilt,56,Saint Mary's,59
2025-03-21,New Mexico,75,Marquette,66
2025-03-21,Baylor,75,Mississippi St,72
2025-03-21,Oklahoma,59,UConn,67
2025-03-22,Creighton,70,Auburn,82
2025-03-22,Gonzaga,76,Houston,81
2025-03-22,Arkansas,75,St John's,66
2025-03-22,UCLA,58,Tennessee,67
2025-03-22,Drake,64,Texas Tech,77
2025-03-22,BYU,91,Wisconsin,89
2025-03-22,McNeese,62,Purdue,76
2025-03-22,Michigan,91,Texas A&M,79
2025-03-23,UConn,75,Florida,77
2025-03-23,Baylor,66,Duke,89
2025-03-23,Saint Mary's,66,Alabama,80
2025-03-23,New Mexico,63,Michigan St,71
2025-03-23,Illinois,75,Kentucky,84
2025-03-23,Ole Miss,91,Iowa State,78
2025-03-23,Colorado St,71,Maryland,72
2025-03-23,Oregon,83,Arizona,87
2025-03-27,Maryland,71,Florida,87
2025-03-27,Arizona,93,Duke,100
2025-03-27,BYU,88,Alabama,113
2025-03-27,Arkansas,83,Texas Tech,85
2025-03-28,Michigan,65,Auburn,78
2025-03-28,Purdue,60,Houston,62
2025-03-28,Ole Miss,70,Michigan St,73
2025-03-28,Kentucky,65,Tennessee,78
2025-03-29,Texas Tech,79,Florida,84
2025-03-29,Alabama,65,Duke,85
2025-03-30,Tennessee,50,Houston,69
2025-03-30,Michigan St,64,Auburn,70
2025-04-05,Florida,79,Auburn,73
2025-04-05,Houston,70,Duke,67
2025-04-07,Florida,65,Houston,63
