season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,LA,NFC,NFC West,10.7998,7,14,0.80796,0.539641,0.133442
2026,NE,AFC,AFC East,10.5645,7,14,0.80318,0.628634,0.105463
2026,SEA,NFC,NFC West,10.5218,7,14,0.78154,0.408668,0.101055
2026,HOU,AFC,AFC South,10.2709,7,14,0.75286,0.464803,0.078631
2026,DEN,AFC,AFC West,10.2013,7,13,0.74822,0.625617,0.073344
2026,PHI,NFC,NFC East,10.1705,7,14,0.73592,0.850668,0.07112
2026,BUF,AFC,AFC East,9.9757,6,13,0.71544,0.348887,0.058531
2026,DET,NFC,NFC North,9.8725,6,13,0.69426,0.511547,0.052792
2026,JAX,AFC,AFC South,9.8242,6,13,0.69274,0.297351,0.050303
2026,IND,AFC,AFC South,9.5755,6,13,0.6631,0.231879,0.039227
2026,NO,NFC,NFC South,9.2102,6,13,0.60672,0.434104,0.027223
2026,KC,AFC,AFC West,9.1699,6,13,0.60348,0.223037,0.026148
2026,GB,NFC,NFC North,9.0908,6,13,0.58966,0.234098,0.024159
2026,BAL,AFC,AFC North,8.9557,5,12,0.57358,0.430447,0.021106
2026,ATL,NFC,NFC South,8.8421,5,12,0.55508,0.30042,0.01884
2026,LAC,AFC,AFC West,8.7374,5,12,0.5382,0.144725,0.016967
2026,TB,NFC,NFC South,8.5927,5,12,0.51864,0.234108,0.014681
2026,CHI,NFC,NFC North,8.49,5,12,0.50182,0.128373,0.013248
2026,MIN,NFC,NFC North,8.4712,5,12,0.49922,0.125982,0.013001
2026,PIT,AFC,AFC North,8.4496,5,12,0.49894,0.259492,0.012724
2026,CLE,AFC,AFC North,8.3717,5,12,0.4846,0.240045,0.01177
2026,SF,NFC,NFC West,8.2626,4,12,0.47384,0.042679,0.010554
2026,NYG,NFC,NFC East,7.7149,4,11,0.39666,0.072997,0.006103
2026,DAL,NFC,NFC East,7.4864,4,11,0.36736,0.058086,0.004856
2026,CIN,AFC,AFC North,7.1396,4,11,0.31084,0.070016,0.003433
2026,MIA,AFC,AFC East,7.1291,4,11,0.30148,0.02025,0.003397
2026,ARI,NFC,NFC West,6.7074,3,10,0.24852,0.009012,0.002228
2026,CAR,NFC,NFC South,6.5827,3,10,0.2441,0.031368,0.001967
2026,WAS,NFC,NFC East,6.3286,3,10,0.22246,0.018249,0.001526
2026,TEN,AFC,AFC South,5.9155,3,9,0.16928,0.005967,0.001009
2026,LV,AFC,AFC West,5.6528,3,9,0.13482,0.006621,0.000776
2026,NYJ,AFC,AFC East,4.9226,2,8,0.0814,0.002229,0.000374
