season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2025,PHI,NFC,NFC East,9.367,7,12,0.7007,0.4218,0.0834
2025,DET,NFC,NFC North,9.022,6,12,0.6516,0.4015,0.0636
2025,BUF,AFC,AFC East,8.933,6,12,0.6176,0.3834,0.0626
2025,ARI,NFC,NFC West,8.806,6,11,0.6163,0.4289,0.0559
2025,IND,AFC,AFC South,8.809,6,11,0.6108,0.3827,0.0523
2025,GB,NFC,NFC North,8.618,6,11,0.5722,0.3057,0.0489
2025,HOU,AFC,AFC South,8.513,6,11,0.5498,0.3282,0.045
2025,DAL,NFC,NFC East,8.427,6,11,0.5264,0.2454,0.0463
2025,DEN,AFC,AFC West,8.416,6,11,0.5213,0.2747,0.0416
2025,BAL,AFC,AFC North,8.137,6,11,0.5183,0.3931,0.0313
2025,NYJ,AFC,AFC East,8.353,6,11,0.5122,0.278,0.0412
2025,CAR,NFC,NFC South,7.763,5,10,0.4783,0.3798,0.0257
2025,KC,AFC,AFC West,8.18,6,11,0.4774,0.2394,0.0365
2025,LAC,AFC,AFC West,8.16,6,11,0.4736,0.2609,0.0337
2025,PIT,AFC,AFC North,7.906,5,10,0.4594,0.325,0.0275
2025,LA,NFC,NFC West,8.029,6,10,0.4587,0.236,0.0296
2025,MIN,NFC,NFC North,8.053,5,11,0.4565,0.2069,0.0318
2025,LV,AFC,AFC West,8.067,5,11,0.4547,0.225,0.0317
2025,WAS,NFC,NFC East,8.027,5,11,0.4501,0.1797,0.0317
2025,NYG,NFC,NFC East,7.722,5,10,0.3932,0.1531,0.0244
2025,SEA,NFC,NFC West,7.681,5,10,0.3916,0.2165,0.0214
2025,MIA,AFC,AFC East,7.708,5,10,0.3875,0.1931,0.025
2025,NO,NFC,NFC South,7.289,5,10,0.3711,0.2683,0.014
2025,NE,AFC,AFC East,7.667,5,10,0.3708,0.1456,0.0196
2025,TB,NFC,NFC South,7.244,5,10,0.3607,0.2676,0.0122
2025,JAX,AFC,AFC South,7.544,5,10,0.3488,0.1657,0.016
2025,CLE,AFC,AFC North,7.008,5,9,0.2852,0.1915,0.0106
2025,TEN,AFC,AFC South,6.974,4,9,0.2548,0.1234,0.0118
2025,SF,NFC,NFC West,6.834,4,9,0.2346,0.1185,0.0089
2025,CHI,NFC,NFC North,6.835,5,9,0.2257,0.0859,0.0095
2025,CIN,AFC,AFC North,6.199,4,9,0.1577,0.0903,0.0049
2025,ATL,NFC,NFC South,5.71,4,8,0.1124,0.0844,0.0014
