season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,SEA,NFC,NFC West,11.126,9,14,0.8346,0.4303,0.0984
2026,BAL,AFC,AFC North,11.124,9,14,0.8738,0.7266,0.0767
2026,LA,NFC,NFC West,11.124,9,14,0.8364,0.4319,0.1056
2026,BUF,AFC,AFC East,11.047,9,13,0.8613,0.5888,0.09782
2026,PHI,NFC,NFC East,10.582,8,13,0.7854,0.6499,0.07122
2026,DET,NFC,NFC North,10.332,8,13,0.7195,0.4434,0.05215
2026,NE,AFC,AFC East,10.326,8,13,0.7641,0.3935,0.06394
2026,KC,AFC,AFC West,9.874,7,12,0.6817,0.3858,0.04762
2026,HOU,AFC,AFC South,9.742,7,12,0.6693,0.4495,0.05165
2026,DEN,AFC,AFC West,9.688,7,12,0.6452,0.3463,0.04923
2026,GB,NFC,NFC North,9.676,7,12,0.5965,0.3023,0.03695
2026,SF,NFC,NFC West,9.373,7,12,0.528,0.1365,0.03202
2026,JAX,AFC,AFC South,9.231,7,12,0.5663,0.3321,0.0327
2026,LAC,AFC,AFC West,9.229,7,12,0.5565,0.2563,0.0367
2026,CHI,NFC,NFC North,8.85,6,11,0.4271,0.1762,0.02108
2026,TB,NFC,NFC South,8.52,6,11,0.457,0.3748,0.01982
2026,CIN,AFC,AFC North,8.51,6,11,0.4146,0.1582,0.01473
2026,DAL,NFC,NFC East,8.426,6,11,0.3605,0.181,0.01625
2026,IND,AFC,AFC South,8.421,6,11,0.4044,0.1997,0.0166
2026,NO,NFC,NFC South,8.082,6,11,0.3666,0.2873,0.01198
2026,MIN,NFC,NFC North,7.769,5,10,0.238,0.0781,0.0095
2026,NYG,NFC,NFC East,7.749,5,10,0.2419,0.1106,0.00741
2026,PIT,AFC,AFC North,7.569,5,10,0.2468,0.0797,0.00827
2026,ATL,NFC,NFC South,7.412,5,10,0.2519,0.1878,0.00763
2026,CAR,NFC,NFC South,7.076,5,10,0.2022,0.15,0.00469
2026,WAS,NFC,NFC East,6.935,4,9,0.1379,0.0584,0.00378
2026,CLE,AFC,AFC North,6.638,4,9,0.1236,0.0355,0.00243
2026,MIA,AFC,AFC East,5.748,3,8,0.0515,0.0092,0.00086
2026,TEN,AFC,AFC South,5.63,3,8,0.0511,0.0187,0.00079
2026,LV,AFC,AFC West,5.588,3,8,0.0466,0.0115,0.00079
2026,NYJ,AFC,AFC East,5.574,3,8,0.0431,0.0084,0.00041
2026,ARI,NFC,NFC West,5.029,3,7,0.0165,0.0013,0.00028
