season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,carry_share
2026,CIN-QB1-JoeBurrow,Joe Burrow,CIN,QB,17,4857.316,30.958325,0.0,0.0,17.615,0.51305,0.0,0.6834,0.025
2026,DAL-QB1-DakPrescott,Dak Prescott,DAL,QB,17,4645.037,44.61595000000001,0.0,0.0,17.831,0.59835,0.0,0.7532,0.025
2026,ARI-QB1-JacobyBrissett,Jacoby Brissett,ARI,QB,17,4611.726,30.504075000000004,0.0,0.0,17.056,0.53425,0.0,0.7146,0.025
2026,LA-QB1-MatthewStafford,Matthew Stafford,LA,QB,17,4451.625,44.443549999999995,0.0,0.0,16.458,0.6563,0.0,0.7784,0.025
2026,KC-QB1-PatrickMahomes,Patrick Mahomes,KC,QB,17,4394.499,46.25000000000001,0.0,0.0,16.89,0.6675126142262096,0.0,0.7339,0.025
2026,DET-QB1-JaredGoff,Jared Goff,DET,QB,17,4218.205,43.741825,0.0,0.0,16.39,0.6443000000000001,0.0,0.7492,0.025
2026,DEN-QB1-BoNix,Bo Nix,DEN,QB,17,4017.697,204.86318999999997,0.0,0.0,15.268,4.48416,0.0,0.829,0.105
2026,LAC-QB1-JustinHerbert,Justin Herbert,LAC,QB,17,4007.065,41.33885,0.0,0.0,16.282,0.56735,0.0,0.7482,0.025
2026,IND-QB1-DanielJones,Daniel Jones,IND,QB,17,3965.704,45.734075,0.0,0.0,16.017,0.6617500000000001,0.0,0.7751,0.025
2026,SF-QB1-BrockPurdy,Brock Purdy,SF,QB,17,3881.634,50.60032499999999,0.0,0.0,16.114,0.69545,0.0,0.8072,0.025
2026,NO-QB1-TylerShough,Tyler Shough,NO,QB,17,3848.413,41.14357499999999,0.0,0.0,15.989,0.589,0.0,0.7459,0.025
2026,HOU-QB1-C.J.Stroud,C.J. Stroud,HOU,QB,17,3845.303,46.39759999999999,0.0,0.0,16.084,0.63855,0.0,0.7685,0.025
2026,JAX-QB1-TrevorLawrence,Trevor Lawrence,JAX,QB,17,3720.649,50.462625,0.0,0.0,15.6,0.6875,0.0,0.811,0.025
2026,TEN-QB1-CamWard,Cam Ward,TEN,QB,17,3707.834,36.255875,0.0,0.0,15.549,0.5414,0.0,0.7382,0.025
2026,TB-QB1-BakerMayfield,Baker Mayfield,TB,QB,17,3683.569,49.519275,0.0,0.0,15.641,0.6459,0.0,0.7917,0.025
2026,PIT-QB1-AaronRodgers,Aaron Rodgers,PIT,QB,17,3673.874,40.92905000000001,0.0,0.0,15.717,0.6045,0.0,0.7337,0.025
2026,CHI-QB1-CalebWilliams,Caleb Williams,CHI,QB,17,3585.82,249.01548000000003,0.0,0.0,15.031,4.621120000000001,0.0,0.8538,0.105
2026,SEA-QB1-SamDarnold,Sam Darnold,SEA,QB,17,3548.636,54.39445000000001,0.0,0.0,16.844,0.7087000000000001,0.0,0.7909,0.025
2026,ATL-QB1-TuaTagovailoa,Tua Tagovailoa,ATL,QB,17,3497.534,48.521725,0.0,0.0,15.602,0.6535500000000001,0.0,0.7633,0.025
2026,GB-QB1-JordanLove,Jordan Love,GB,QB,17,3472.569,53.450700000000005,0.0,0.0,15.343,0.7072,0.0,0.8147,0.025
2026,LV-QB1-KirkCousins,Kirk Cousins,LV,QB,17,3453.366,32.964075,0.0,0.0,15.729,0.5204500000000001,0.0,0.6859,0.025
2026,MIA-QB1-MalikWillis,Malik Willis,MIA,QB,17,3414.676,40.01729999999999,0.0,0.0,15.883,0.5478500000000001,0.0,0.7277,0.025
2026,BUF-QB1-JoshAllen,Josh Allen,BUF,QB,17,3406.884,245.4105570910242,0.0,0.0,14.883,4.532705672204511,0.0,0.8632,0.105
2026,NYG-QB1-JaxsonDart,Jaxson Dart,NYG,QB,17,3338.145,54.511975000000014,0.0,0.0,15.598,0.649,0.0,0.7878,0.025
2026,CLE-QB1-DeshaunWatson,Deshaun Watson,CLE,QB,17,3319.692,42.525825000000005,0.0,0.0,14.8,0.5811999999999999,0.0,0.7368,0.025
2026,CAR-QB1-BryceYoung,Bryce Young,CAR,QB,17,3284.816,46.216375,0.0,0.0,15.2,0.5923999999999999,0.0,0.7544,0.025
2026,NE-QB1-DrakeMaye,Drake Maye,NE,QB,17,3151.712,241.48256999999992,0.0,0.0,14.229,4.78336,0.0,0.8538,0.105
2026,MIN-QB1-KylerMurray,Kyler Murray,MIN,QB,17,3106.355,166.70734500000003,0.0,0.0,14.448,3.6227199999999993,0.0,0.7804,0.105
2026,NYJ-QB1-GenoSmith,Geno Smith,NYJ,QB,17,3100.652,45.032725000000006,0.0,0.0,15.061,0.5266,0.0,0.7228,0.025
2026,PHI-QB1-JalenHurts,Jalen Hurts,PHI,QB,17,2945.602,378.01369,0.0,0.0,13.945,5.89076,0.0,0.8801,0.155
