season,team,conference,division,expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob
2026,LAR,NFC,NFC West,11.0844,8,14,0.84545,0.4826,0.11065
2026,SEA,NFC,NFC West,10.7932,7,14,0.8025,0.41355,0.0984
2026,DET,NFC,NFC North,10.7136,7,14,0.79235,0.5324,0.0901
2026,DEN,AFC,AFC West,10.508,7,14,0.77825,0.55245,0.08385
2026,HOU,AFC,AFC South,10.349,7,14,0.7388,0.3743,0.07045
2026,PHI,NFC,NFC East,10.3244,7,14,0.8087,0.74085,0.07085
2026,IND,AFC,AFC South,10.2989,7,14,0.7313,0.35945,0.064
2026,BUF,AFC,AFC East,10.2386,7,13,0.7503,0.5173,0.06655
2026,NE,AFC,AFC East,9.9782,7,13,0.69995,0.451,0.05165
2026,JAX,AFC,AFC South,9.7581,6,13,0.63085,0.25635,0.0449
2026,GB,NFC,NFC North,9.3222,6,13,0.5453,0.2319,0.03055
2026,KC,AFC,AFC West,9.3182,6,13,0.5578,0.2719,0.0294
2026,ATL,NFC,NFC South,9.0393,5,13,0.52875,0.363,0.02515
2026,BAL,AFC,AFC North,8.9673,5,12,0.5148,0.36075,0.02465
2026,NO,NFC,NFC South,8.9588,5,12,0.51,0.34265,0.024
2026,CLE,AFC,AFC North,8.606,5,12,0.443,0.2962,0.01665
2026,SF,NFC,NFC West,8.5279,5,12,0.38455,0.0894,0.01515
2026,LAC,AFC,AFC West,8.4973,5,12,0.38465,0.1561,0.01375
2026,MIN,NFC,NFC North,8.3807,5,12,0.3651,0.119,0.01385
2026,TB,NFC,NFC South,8.3619,5,12,0.387,0.236,0.0127
2026,CHI,NFC,NFC North,8.3464,5,12,0.3497,0.1167,0.0128
2026,PIT,AFC,AFC North,8.1685,5,12,0.3562,0.22525,0.0129
2026,CIN,AFC,AFC North,7.2092,4,11,0.202,0.1178,0.00365
2026,DAL,NFC,NFC East,7.1049,3,11,0.1857,0.10515,0.0031
2026,NYG,NFC,NFC East,7.0165,3,11,0.1799,0.1003,0.00325
2026,ARI,NFC,NFC West,6.5586,3,10,0.1015,0.01445,0.0011
2026,CAR,NFC,NFC South,6.4677,3,10,0.11305,0.05835,0.00205
2026,WAS,NFC,NFC East,6.3167,3,10,0.10045,0.0537,0.0012
2026,MIA,AFC,AFC East,6.1402,3,10,0.07545,0.02585,0.001
2026,LV,AFC,AFC West,6.0598,3,9,0.06655,0.01955,0.0011
2026,TEN,AFC,AFC South,5.861,3,9,0.0535,0.0099,0.00055
2026,NYJ,AFC,AFC East,4.7244,2,8,0.0166,0.00585,5e-05
